Year,State,Primary (1-5) - Boys,Primary (1-5) - Girls,Primary (1-5) - Total,Upper Primary (6-8) - Boys,Upper Primary (6-8) - Girls,Upper Primary (6-8) - Total,Elementary (1-8) - Boys,Elementary (1-8) - Girls,Elementary (1-8) - Total,Secondary (9-10) - Boys,Secondary (9-10) - Girls,Secondary (9-10) - Total,Higher Secondary (11-12) - Boys,Higher Secondary (11-12) - Girls,Higher Secondary (11-12) - Total
2018-19,Kerala,88.3,88.1,88.2,80.8,80.6,80.6,91.57,91.35,91.46,75.2,74.3,74.8,56.5,63,59.7
2018-19,Ladakh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018-19,Lakshadweep,73.7,75.4,74.5,58.5,56,57.1,69.64,69.24,69.44,57.2,62.7,59.9,52.8,58.8,55.9
2018-19,Madhya Pradesh,79.3,78.6,79,70.4,68.7,69.6,83.04,81.86,82.47,48.2,45.4,46.9,25,24.5,24.7
2018-19,Maharashtra,94.2,94.3,94.2,76.8,76.7,76.8,94.64,94.42,94.54,59.8,59.4,59.6,42.9,43,42.9
2018-19,Manipur,100,100,100,67.7,70.2,68.9,99.84,100,100,48.1,50.3,49.2,38.3,35.7,37
2018-19,Meghalaya,100,100,100,59.7,68.4,64,100,100,100,37.4,45.4,41.3,21.2,25,23.1
2018-19,Mizoram,100,100,100,63.8,66.4,65.1,100,100,100,46.5,52.4,49.4,26.7,32.4,29.5
2018-19,Nagaland,73.5,75.5,74.4,49.9,53.2,51.5,71.89,74.7,73.24,34.5,38.9,36.6,18.2,21.7,19.9
2018-19,Odisha,76,76.1,76.1,63.6,62.9,63.2,83.64,82.7,83.18,48.7,49.1,48.9,29.1,32.7,30.9
2018-19,Puducherry,73.6,75.7,74.6,64.8,65.9,65.4,77.09,79.1,78.05,53.2,57,55,40.8,48.7,44.5
2018-19,Punjab,76.9,80.9,78.8,55.6,62.5,58.7,86.2,89.57,87.74,35.8,43.5,39.3,24,32.4,27.7
2018-19,Rajasthan,85.7,85.7,85.7,65.8,61.5,63.8,87.54,85.39,86.52,49.3,43.8,46.7,35.1,29.2,32.3
2018-19,Sikkim,78.3,75.9,77.1,55.9,60.5,58.2,79.77,78.27,79.03,44.2,50,47.1,20.9,28.2,24.5
2018-19,Tamil Nadu,89.2,89.9,89.6,77.7,79.6,78.6,91.62,92.06,91.83,65.3,69.9,67.5,48.7,63.2,55.7
2018-19,Telangana,91.7,91.1,91.4,69.2,69.2,69.2,92.21,92.01,92.12,54.1,55,54.5,35.3,40.2,37.7
2018-19,Tripura,100,100,100,86.8,89.7,88.2,100,100,100,70.7,76.4,73.5,29.2,30,29.6
2018-19,Uttar Pradesh,88.3,92.3,90.2,57,59.6,58.3,83.03,86.72,84.78,38.5,36.2,37.4,26.4,25.4,25.9
2018-19,Uttarakhand,94.6,95.9,95.3,72,73.4,72.6,95.34,96.52,95.89,53.6,55.3,54.4,38.4,41.8,40
2018-19,West Bengal,100,100,100,69.3,74.1,71.7,92.87,95.1,93.96,52.1,64.3,58.1,33.2,39.6,36.3
2019-20,India,90.5,92.4,91.4,70.4,71.9,71.1,89.7,91.3,90.4,50.2,50.3,50.2,31.4,33.3,32.3
2019-20,Andaman and Nicobar Islands,69.6,73.1,71.3,58.4,62.1,60.2,70.8,74.5,72.6,46.8,55.0,50.7,27.1,37.7,32.1
2019-20,Andhra Pradesh,88.8,85.7,87.3,72.2,70.6,71.4,90.7,87.7,89.2,55.1,55.1,55.1,32.5,37.2,34.7
2019-20,Arunachal Pradesh,92.4,94.6,93.5,56.2,60.1,58.1,88.6,91.2,89.9,36.2,40.9,38.5,19.5,22.2,20.8
2019-20,Assam,100.0,100.0,100.0,73.7,81.0,77.2,98.4,100.0,100.0,48.1,57.5,52.7,20.6,21.5,21.1
2019-20,Bihar,86.6,89.9,88.2,68.0,74.4,71.1,82.9,87.4,85.1,33.6,35.9,34.7,15.9,16.0,16.0
2019-20,Chandigarh,73.4,82.1,77.3,76.9,85.8,80.8,81.1,90.1,85.0,59.4,68.2,63.2,50.3,61.4,54.9
2019-20,Chhattisgarh,89.4,89.7,89.5,72.5,73.5,73.0,88.0,88.3,88.1,53.7,58.2,55.9,30.1,37.0,33.5
2019-20,Dadra and Nagar Haveli,84.5,89.6,86.9,63.4,65.1,64.2,85.9,89.1,87.4,59.3,65.6,62.1,29.2,42.9,35.0
2019-20,Daman and Diu,74.0,78.5,76.1,64.2,68.8,66.3,80.0,83.8,81.7,45.1,56.8,50.0,19.0,42.7,27.1
2019-20,Delhi,100.0,100.0,100.0,93.4,98.3,95.7,100.0,100.0,100.0,69.7,75.4,72.3,44.4,51.1,47.4
2019-20,Goa,89.2,93.5,91.2,76.6,78.7,77.6,89.2,92.6,90.8,65.1,66.9,65.9,37.2,47.7,42.2
2019-20,Gujarat,82.7,85.8,84.1,71.4,72.2,71.8,84.9,87.1,85.9,59.6,52.1,56.1,30.8,31.0,30.9
2019-20,Haryana,85.6,84.5,85.2,71.3,69.6,70.5,91.2,90.2,90.8,55.6,51.6,53.8,35.6,36.3,35.9
2019-20,Himachal Pradesh,91.4,93.0,92.0,75.4,76.9,76.2,93.4,95.0,94.2,66.7,67.1,66.9,53.3,57.8,55.4
2019-20,Jammu and Kashmir,73.2,75.4,74.2,45.3,48.1,46.6,69.4,72.3,70.7,33.4,33.6,33.5,22.9,23.2,23.1
2019-20,Jharkhand,92.7,93.2,92.9,67.8,71.3,69.5,88.6,90.0,89.3,38.4,40.7,39.6,23.2,24.0,23.6
2019-20,Karnataka,100.0,100.0,100.0,90.1,89.5,89.8,100.0,100.0,100.0,73.1,71.5,72.3,36.4,43.4,39.8
2019-20,Kerala,90.7,90.5,90.6,81.7,81.8,81.7,93.4,93.1,93.2,74.0,74.1,74.1,59.0,65.9,62.4
2019-20,Ladakh,65.1,71.2,68.0,44.8,52.7,48.5,63.8,71.8,67.6,30.3,36.2,33.2,19.7,23.1,21.3
2019-20,Lakshadweep,76.0,75.3,75.6,57.7,51.8,54.6,71.9,67.5,69.7,53.0,59.6,56.2,62.0,64.8,63.4
2019-20,Madhya Pradesh,80.8,80.7,80.7,69.8,68.6,69.2,84.0,83.2,83.6,47.6,44.4,46.1,26.4,26.3,26.4
2019-20,Maharashtra,97.1,98.7,97.8,79.4,79.1,79.2,97.0,97.5,97.2,62.0,61.5,61.8,42.4,44.2,43.3
2019-20,Manipur,100.0,100.0,100.0,68.8,71.4,70.1,100.0,100.0,100.0,51.6,53.3,52.5,38.8,37.5,38.2
2019-20,Meghalaya,100.0,100.0,100.0,62.5,71.9,67.1,100.0,100.0,100.0,38.6,48.5,43.5,21.9,27.0,24.4
2019-20,Mizoram,100.0,100.0,100.0,68.0,70.4,69.2,100.0,100.0,100.0,49.1,55.6,52.3,28.8,31.8,30.2
2019-20,Nagaland,76.9,79.9,78.3,49.0,53.6,51.2,73.3,77.2,75.2,34.5,39.6,36.9,18.6,21.6,20.0
2019-20,Odisha,77.2,76.3,76.8,63.5,61.4,62.5,83.4,81.9,82.6,42.4,42.6,42.5,35.7,38.3,37.0
2019-20,Puducherry,72.0,73.6,72.8,61.8,62.7,62.3,76.1,77.2,76.6,48.6,50.9,49.7,40.6,46.0,43.2
2019-20,Punjab,100.0,100.0,100.0,96.9,100.0,98.4,100.0,100.0,100.0,78.1,85.8,81.5,52.5,59.1,55.5
2019-20,Rajasthan,86.2,87.5,86.8,67.0,63.1,65.2,88.5,87.4,88.0,51.2,45.8,48.6,35.8,31.1,33.6
2019-20,Sikkim,81.6,78.6,80.1,53.5,57.4,55.4,79.6,78.1,78.9,41.5,48.6,45.0,21.8,27.5,24.6
2019-20,Tamil Nadu,84.6,84.7,84.6,72.1,70.7,71.4,89.0,89.1,89.1,55.6,54.0,54.9,40.1,46.8,43.4
2019-20,Telangana,94.8,95.0,94.8,72.8,72.9,72.8,95.8,96.0,95.9,56.9,57.2,57.0,26.1,36.1,30.9
2019-20,Tripura,100.0,100.0,100.0,84.3,87.6,85.9,100.0,100.0,100.0,71.5,76.2,73.8,30.9,33.2,32.0
2019-20,Uttar Pradesh,89.4,94.1,91.6,60.4,62.7,61.5,85.6,89.5,87.5,38.6,35.7,37.2,27.1,25.5,26.3
2019-20,Uttarakhand,95.6,98.3,96.9,72.0,73.9,72.9,96.3,98.3,97.3,54.5,56.3,55.3,38.3,43.3,40.6
2019-20,West Bengal,100.0,100.0,100.0,71.3,75.2,73.2,97.2,99.3,98.2,56.1,68.7,62.3,35.8,43.0,39.4
2020-21,India,91.6,93.8,92.7,73.6,74.5,74.1,91.3,92.9,92.1,52.6,52.4,52.5,33.9,35.6,34.7
2020-21,Andaman and Nicobar Islands,64.3,68.3,66.2,55.1,58.7,56.8,66.6,70.1,68.3,47.7,51.5,49.5,29.3,39.4,34.0
2020-21,Andhra Pradesh,84.6,82.4,83.6,96.4,92.9,94.7,89.1,86.5,87.8,84.9,83.5,84.2,51.8,55.0,53.4
2020-21,Arunachal Pradesh,98.6,100.0,100.0,56.2,61.0,58.6,91.4,95.4,93.4,38.7,42.3,40.5,22.5,25.1,23.8
2020-21,Assam,100.0,100.0,100.0,76.9,84.6,80.7,100.0,100.0,100.0,50.8,60.4,55.5,21.3,22.5,21.9
2020-21,Bihar,92.9,95.1,93.9,73.0,77.8,75.4,88.4,91.5,89.9,37.3,40.0,38.6,17.7,18.0,17.8
2020-21,Chandigarh,68.9,77.9,72.9,71.7,81.4,76.0,76.5,86.1,80.7,58.8,66.8,62.2,51.2,63.9,56.5
2020-21,Chhattisgarh,90.3,90.6,90.4,75.3,76.0,75.7,88.7,89.0,88.8,55.6,60.3,57.9,34.4,42.2,38.2
2020-21,Daman and Diu and Dadra and Nagar Haveli,75.2,80.6,77.7,69.4,73.6,71.3,80.6,85.3,82.8,48.0,56.9,51.9,22.7,39.3,29.2
2020-21,Delhi,97.9,100.0,100.0,94.4,99.0,96.6,100.0,100.0,100.0,73.4,76.4,74.8,49.6,54.5,51.8
2020-21,Goa,86.1,90.3,88.1,75.3,78.8,77.0,86.2,90.0,88.0,66.8,69.0,67.8,41.9,49.6,45.6
2020-21,Gujarat,81.1,84.9,82.9,71.9,72.4,72.2,84.0,86.7,85.2,58.7,53.0,56.1,29.8,30.2,30.0
2020-21,Haryana,82.1,81.7,82.0,71.3,69.7,70.5,88.5,87.9,88.3,56.4,52.8,54.8,38.3,39.2,38.7
2020-21,Himachal Pradesh,91.3,92.5,91.6,76.7,78.6,77.8,93.7,95.4,94.5,67.4,66.5,67.0,55.0,58.3,56.5
2020-21,Jammu and Kashmir,80.8,82.7,81.7,45.9,48.6,47.1,73.2,76.2,74.6,34.7,34.8,34.7,29.3,28.6,29.0
2020-21,Jharkhand,93.2,94.1,93.6,71.6,74.3,73.0,89.9,91.1,90.5,40.7,43.2,41.9,25.7,26.5,26.1
2020-21,Karnataka,97.5,97.8,97.6,88.7,88.2,88.5,99.5,99.5,99.5,72.3,70.7,71.5,38.5,44.3,41.3
2020-21,Kerala,90.8,90.7,90.7,83.2,83.3,83.2,93.5,93.4,93.4,76.8,76.3,76.7,61.0,67.3,64.0
2020-21,Ladakh,64.6,68.9,66.6,43.3,51.6,47.2,63.7,70.7,67.0,32.1,37.1,34.5,19.9,32.9,26.2
2020-21,Lakshadweep,76.6,79.1,77.8,59.5,47.9,53.4,72.4,67.7,70.1,66.3,66.0,66.2,64.8,55.4,60.0
2020-21,Madhya Pradesh,79.2,79.3,79.3,71.3,70.0,70.7,83.1,82.4,82.8,44.5,42.3,43.5,26.4,26.7,26.5
2020-21,Maharashtra,94.5,98.0,96.1,79.3,78.9,79.1,95.3,96.9,96.0,61.1,60.8,61.0,42.7,44.4,43.5
2020-21,Manipur,100.0,100.0,100.0,69.6,72.6,71.1,100.0,100.0,100.0,53.5,55.2,54.3,44.4,44.6,44.5
2020-21,Meghalaya,100.0,100.0,100.0,66.5,76.4,71.4,100.0,100.0,100.0,40.7,49.6,45.1,20.0,24.3,22.1
2020-21,Mizoram,100.0,100.0,100.0,70.8,73.4,72.1,100.0,100.0,100.0,45.8,52.6,49.1,27.7,31.2,29.4
2020-21,Nagaland,80.5,83.9,82.1,49.4,53.5,51.4,74.4,78.9,76.5,35.7,40.7,38.1,17.3,21.5,19.3
2020-21,Odisha,87.9,87.6,87.8,66.6,63.1,64.9,90.8,89.7,90.3,42.5,41.5,42.0,40.6,44.7,42.6
2020-21,Puducherry,71.0,72.4,71.7,62.7,63.7,63.2,74.9,75.6,75.3,49.1,55.4,52.1,42.2,51.3,46.6
2020-21,Punjab,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.4,93.7,94.6,56.4,63.0,59.4
2020-21,Rajasthan,88.1,89.7,88.9,69.7,66.3,68.1,90.7,90.0,90.4,51.5,46.3,49.0,37.4,33.5,35.6
2020-21,Sikkim,87.6,84.1,85.9,54.6,56.9,55.7,81.5,79.4,80.5,42.9,47.8,45.3,26.3,33.7,29.9
2020-21,Tamil Nadu,84.7,85.4,85.1,74.1,72.6,73.4,89.4,89.7,89.6,58.8,56.7,57.8,43.5,49.8,46.6
2020-21,Telangana,94.2,95.6,94.8,78.0,76.6,77.2,98.0,98.5,98.2,58.7,58.2,58.5,33.7,42.0,37.7
2020-21,Tripura,100.0,100.0,100.0,78.5,81.7,80.1,100.0,100.0,100.0,59.3,66.2,62.7,32.4,37.0,34.6
2020-21,Uttar Pradesh,89.7,94.4,91.9,63.2,65.0,64.1,87.4,91.2,89.2,40.0,36.1,38.1,28.5,26.5,27.6
2020-21,Uttarakhand,98.1,100.0,99.8,74.2,75.8,74.9,98.2,100.0,99.5,55.9,56.5,56.1,42.1,46.1,44.0
2020-21,West Bengal,100.0,100.0,100.0,75.5,78.2,76.8,100.0,100.0,100.0,60.3,72.5,66.3,38.3,45.7,41.9
2021-22,India,87.3,90.0,88.6,71.0,71.7,71.3,89.7,91.5,90.5,47.9,48.0,47.9,33.5,35.0,34.2
2021-22,Andaman and Nicobar Islands,59.8,63.0,61.4,54.8,56.3,55.5,63.5,66.1,64.8,43.5,49.3,46.2,37.5,44.5,40.8
2021-22,Andhra Pradesh,83.7,83.9,83.8,72.5,68.6,70.6,89.6,88.1,88.9,51.8,49.0,50.4,34.7,37.2,35.9
2021-22,Arunachal Pradesh,98.6,100.0,99.3,55.6,59.6,57.6,91.8,94.8,93.3,36.2,38.5,37.3,29.8,32.6,31.2
2021-22,Assam,100.0,100.0,100.0,70.1,77.9,73.9,97.4,100.0,100.0,43.9,53.5,48.6,25.3,28.3,26.7
2021-22,Bihar,91.7,94.4,93.0,70.5,72.9,71.7,89.2,91.7,90.4,33.5,35.8,34.6,16.6,16.9,16.7
2021-22,Chandigarh,70.3,78.9,74.1,68.7,78.2,72.8,76.5,86.0,80.7,57.9,66.0,61.4,52.8,62.5,56.9
2021-22,Chhattisgarh,85.7,86.2,85.9,76.0,77.0,76.5,87.5,88.0,87.7,52.7,57.6,55.1,42.8,50.9,46.8
2021-22,Daman and Diu and Dadra and Nagar Haveli,77.4,82.6,79.8,72.5,76.3,74.3,82.4,86.8,84.4,46.0,51.4,48.4,28.0,43.2,33.9
2021-22,Delhi,97.5,100.0,100.0,97.2,100.0,98.9,100.0,100.0,100.0,70.4,72.9,71.6,56.7,62.4,59.2
2021-22,Goa,77.7,81.9,79.7,67.2,71.0,69.0,80.7,84.3,82.4,54.1,60.0,56.8,49.1,53.3,51.1
2021-22,Gujarat,75.1,79.4,77.1,65.8,66.0,65.9,81.0,84.1,82.4,46.7,44.0,45.4,28.7,28.6,28.6
2021-22,Haryana,81.7,82.2,82.0,71.9,69.8,70.9,89.6,89.7,89.7,54.0,50.5,52.4,41.6,40.9,41.3
2021-22,Himachal Pradesh,86.9,87.8,87.0,70.5,72.7,71.7,92.0,93.8,92.7,53.4,53.7,53.6,53.4,55.7,54.5
2021-22,Jammu and Kashmir,85.7,86.5,86.2,42.0,45.1,43.4,75.2,78.1,76.6,30.6,31.4,31.0,30.3,30.1,30.2
2021-22,Jharkhand,89.3,91.1,90.1,69.8,71.6,70.7,88.6,90.1,89.3,39.9,42.7,41.3,25.6,28.2,26.9
2021-22,Karnataka,95.7,96.1,95.9,86.2,84.6,85.4,99.5,99.4,99.5,66.8,66.8,66.8,40.3,43.8,42.0
2021-22,Kerala,86.8,86.5,86.7,75.4,75.3,75.3,92.0,91.6,91.8,59.5,59.4,59.5,52.5,57.1,54.8
2021-22,Ladakh,57.5,62.3,59.8,38.3,48.0,42.8,58.6,66.4,62.3,27.3,32.7,29.9,30.2,30.4,30.3
2021-22,Lakshadweep,74.1,75.5,74.8,62.9,50.1,56.2,72.7,67.7,70.3,52.0,51.3,51.7,49.2,46.7,47.9
2021-22,Madhya Pradesh,70.0,70.5,70.3,66.0,65.1,65.5,77.6,77.4,77.5,42.2,41.3,41.8,30.6,30.3,30.4
2021-22,Maharashtra,94.3,99.3,96.6,80.6,79.6,80.1,96.2,98.6,97.3,63.6,62.5,63.1,47.9,48.3,48.1
2021-22,Manipur,100.0,100.0,100.0,68.9,72.0,70.4,100.0,100.0,100.0,59.1,61.0,60.0,56.2,56.9,56.5
2021-22,Meghalaya,100.0,100.0,100.0,69.6,82.1,75.7,100.0,100.0,100.0,42.0,52.5,47.2,21.6,28.0,24.8
2021-22,Mizoram,100.0,100.0,100.0,75.4,78.1,76.7,100.0,100.0,100.0,48.5,55.0,51.7,32.0,39.4,35.6
2021-22,Nagaland,80.4,84.3,82.2,46.3,50.9,48.5,73.9,79.0,76.4,33.7,39.3,36.4,18.6,23.5,21.0
2021-22,Odisha,82.5,82.4,82.5,65.7,66.1,65.9,85.7,85.6,85.6,49.1,49.8,49.4,24.2,26.6,25.4
2021-22,Puducherry,61.4,62.8,62.1,52.3,55.2,53.7,67.3,68.7,68.0,38.7,43.3,40.8,37.4,42.8,40.0
2021-22,Punjab,89.5,90.0,89.7,70.8,75.4,72.9,94.6,96.2,95.3,50.8,54.6,52.5,42.7,47.5,44.9
2021-22,Rajasthan,82.9,85.5,84.1,68.3,65.6,67.0,87.9,88.2,88.1,45.8,42.4,44.2,40.3,36.3,38.4
2021-22,Sikkim,85.9,83.5,84.8,52.0,53.7,52.8,80.5,79.1,79.8,42.0,46.9,44.4,28.7,35.7,32.2
2021-22,Tamil Nadu,84.4,85.7,85.0,74.2,72.5,73.4,89.7,90.4,90.0,59.2,57.0,58.1,47.2,50.8,48.9
2021-22,Telangana,92.4,94.0,93.1,80.9,78.9,79.9,98.2,98.6,98.4,60.1,59.5,59.8,39.9,42.2,41.0
2021-22,Tripura,100.0,100.0,100.0,78.0,81.7,79.8,100.0,100.0,100.0,65.7,70.7,68.1,43.8,50.6,47.1
2021-22,Uttar Pradesh,83.0,87.1,84.9,61.9,63.5,62.7,85.4,88.7,87.0,35.2,32.2,33.8,25.7,23.7,24.8
2021-22,Uttarakhand,94.8,99.5,97.1,70.6,72.0,71.3,97.2,100.0,98.9,48.7,49.9,49.1,41.7,43.9,42.7
2021-22,West Bengal,100.0,100.0,100.0,82.8,83.9,83.3,100.0,100.0,100.0,66.2,72.8,69.4,40.2,52.1,46.0
