Year,State,Pre-Primary - Boys,Pre-Primary - Girls,Pre-Primary - Total,Primary (1-5) - Boys,Primary (1-5) - Girls,Primary (1-5) - Total,Upper Primary (6-8) - Boys,Upper Primary (6-8) - Girls,Upper Primary (6-8) - Total,Elementary (1-8) - Boys,Elementary (1-8) - Girls,Elementary (1-8) - Total,Secondary (9-10) - Boys,Secondary (9-10) - Girls,Secondary (9-10) - Total,Higher Secondary (11-12) - Boys,Higher Secondary (11-12) - Girls,Higher Secondary (11-12) - Total,Primary to Higher Secondary (1-12) - Boys,Primary to Higher Secondary (1-12) - Girls,Primary to Higher Secondary (1-12) - Total,Total (Pre-Primary to Higher Secondary) - Boys,Total (Pre-Primary to Higher Secondary) - Girls,Total (Pre-Primary to Higher Secondary) - Total
2019-20,Andhra Pradesh,9836,10037,19873,875991,915054,1791045,601420,640866,1242286,1477411,1555920,3033331,376252,409548,785800,92403,111128,203531,1946066,2076596,4022662,1955902,2086633,4042535
2019-20,Arunachal Pradesh,2406,2629,5035,46000,50787,96787,26593,32317,58910,72593,83104,155697,15476,17781,33257,8991,10441,19432,97060,111326,208386,99466,113955,213421
2019-20,Assam,120531,122797,243328,1297510,1341787,2639297,581907,658969,1240876,1879417,2000756,3880173,300046,367686,667732,120494,120168,240662,2299957,2488610,4788567,2420488,2611407,5031895
2019-20,Bihar,349,341,690,5070661,5267133,10337794,2632700,2922851,5555551,7703361,8189984,15893345,1278567,1339043,2617610,539224,528394,1067618,9521152,10057421,19578573,9521501,10057762,19579263
2019-20,Chandigarh,3661,3560,7221,27279,25750,53029,22610,20049,42659,49889,45799,95688,13534,12326,25860,12200,11592,23792,75623,69717,145340,79284,73277,152561
2019-20,Chhattisgarh,1895,1608,3503,874537,883508,1758045,523893,547530,1071423,1398430,1431038,2829468,338465,384434,722899,196720,247557,444277,1933615,2063029,3996644,1935510,2064637,4000147
2019-20,Dadra and Nagar Haveli,324,351,675,14606,14590,29196,6858,6665,13523,21464,21255,42719,5549,5397,10946,3217,3458,6675,30230,30110,60340,30554,30461,61015
2019-20,Daman and Diu,57,76,133,5138,5246,10384,2886,3038,5924,8024,8284,16308,1879,1910,3789,859,1050,1909,10762,11244,22006,10819,11320,22139
2019-20,Delhi,45712,53910,99622,418668,443922,862590,324662,345936,670598,743330,789858,1533188,231110,243986,475096,137353,164182,301535,1111793,1198026,2309819,1157505,1251936,2409441
2019-20,Goa,435,409,844,12777,12094,24871,4266,3914,8180,17043,16008,33051,3025,2689,5714,2079,1859,3938,22147,20556,42703,22582,20965,43547
2019-20,Gujarat,3378,3816,7194,1632417,1627284,3259701,910164,908435,1818599,2542581,2535719,5078300,78728,75360,154088,26694,28854,55548,2648003,2639933,5287936,2651381,2643749,5295130
2019-20,Haryana,4858,5507,10365,442966,473772,916738,270609,295940,566549,713575,769712,1483287,187717,197342,385059,120330,132538,252868,1021622,1099592,2121214,1026480,1105099,2131579
2019-20,Himachal Pradesh,13116,13299,26415,147542,150240,297782,102350,103046,205396,249892,253286,503178,84135,81425,165560,77216,79414,156630,411243,414125,825368,424359,427424,851783
2019-20,Jammu and Kashmir,36520,38322,74842,259594,274854,534448,149167,155490,304657,408761,430344,839105,98253,94305,192558,85642,78898,164540,592656,603547,1196203,629176,641869,1271045
2019-20,Jharkhand,48957,50563,99520,1229601,1291672,2521273,611267,703917,1315184,1840868,1995589,3836457,260846,294543,555389,151049,167630,318679,2252763,2457762,4710525,2301720,2508325,4810045
2019-20,Karnataka,5458,5421,10879,1143598,1240594,2384192,726315,793247,1519562,1869913,2033841,3903754,335596,343151,678747,128545,184306,312851,2334054,2561298,4895352,2339512,2566719,4906231
2019-20,Kerala,71470,70223,141693,282840,275129,557969,190735,182325,373060,473575,457454,931029,152503,141332,293835,174846,184283,359129,800924,783069,1583993,872394,853292,1725686
2019-20,Ladakh,1922,1979,3901,4116,5033,9149,2268,3078,5346,6384,8111,14495,1925,2469,4394,1873,2409,4282,10182,12989,23171,12104,14968,27072
2019-20,Lakshadweep,604,593,1197,2682,2442,5124,1246,1273,2519,3928,3715,7643,834,943,1777,943,1046,1989,5705,5704,11409,6309,6297,12606
2019-20,Madhya Pradesh,4835,4758,9593,1993670,2097883,4091553,1257856,1328225,2586081,3251526,3426108,6677634,787543,765636,1553179,426001,452946,878947,4465070,4644690,9109760,4469905,4649448,9119353
2019-20,Maharashtra,52229,51468,103697,2029209,2014335,4043544,573493,609727,1183220,2602702,2624062,5226764,121798,118436,240234,38508,37116,75624,2763008,2779614,5542622,2815237,2831082,5646319
2019-20,Manipur,4645,4597,9242,56203,56969,113172,18232,19640,37872,74435,76609,151044,10105,10914,21019,9151,9502,18653,93691,97025,190716,98336,101622,199958
2019-20,Meghalaya,49944,47701,97645,129879,126136,256015,49600,54628,104228,179479,180764,360243,4973,5676,10649,4661,4872,9533,189113,191312,380425,239057,239013,478070
2019-20,Mizoram,4645,4371,9016,31987,29333,61320,16800,15464,32264,48787,44797,93584,8238,8605,16843,3771,4295,8066,60796,57697,118493,65441,62068,127509
2019-20,Nagaland,20538,20165,40703,34261,36943,71204,16896,20032,36928,51157,56975,108132,7571,9189,16760,4528,4759,9287,63256,70923,134179,83794,91088,174882
2019-20,Odisha,174226,170161,344387,1348605,1353471,2702076,821962,807868,1629830,2170567,2161339,4331906,371714,370161,741875,45754,50954,96708,2588035,2582454,5170489,2762261,2752615,5514876
2019-20,Puducherry,3420,3605,7025,13165,13477,26642,10044,10412,20456,23209,23889,47098,7091,7912,15003,6377,8306,14683,36677,40107,76784,40097,43712,83809
2019-20,Punjab,156138,151025,307163,484438,465672,950110,328477,314473,642950,812915,780145,1593060,231458,220301,451759,169122,165682,334804,1213495,1166128,2379623,1369633,1317153,2686786
2019-20,Rajasthan,2041,2041,4082,1926184,2117160,4043344,1002067,1097953,2100020,2928251,3215113,6143364,698328,742079,1440407,467151,466716,933867,4093730,4423908,8517638,4095771,4425949,8521720
2019-20,Sikkim,3054,2941,5995,12772,11417,24189,12062,12313,24375,24834,23730,48564,10470,11775,22245,5908,7164,13072,41212,42669,83881,44266,45610,89876
2019-20,Tamil Nadu,34225,35240,69465,846069,858594,1704663,626138,656584,1282722,1472207,1515178,2987385,410556,437601,848157,297904,390511,688415,2180667,2343290,4523957,2214892,2378530,4593422
2019-20,Telangana,2394,2382,4776,560951,601434,1162385,417073,451235,868308,978024,1052669,2030693,269088,298545,567633,95302,139231,234533,1342414,1490445,2832859,1344808,1492827,2837635
2019-20,Tripura,1383,1161,2544,122828,126362,249190,77854,80980,158834,200682,207342,408024,50552,54035,104587,23203,23689,46892,274437,285066,559503,275820,286227,562047
2019-20,Uttar Pradesh,4376,4464,8840,5953222,6179135,12132357,1980561,2180798,4161359,7933783,8359933,16293716,150168,192401,342569,87779,124645,212424,8171730,8676979,16848709,8176106,8681443,16857549
2019-20,Uttarakhand,107,96,203,186446,196358,382804,109260,124279,233539,295706,320637,616343,85743,96116,181859,63558,79491,143049,445007,496244,941251,445114,496340,941454
2019-20,West Bengal,499906,504190,1004096,3337142,3315399,6652541,1840662,1929351,3770013,5177804,5244750,10422554,1201366,1467258,2668624,810652,951397,1762049,7189822,7663405,14853227,7689728,8167595,15857323
2020-21,India,1245883,1233033,2478916,34173798,34483548,68657346,17445726,18389575,35835301,51619524,52873123,104492647,8560581,9091570,17652151,4882183,5398663,10280846,65062288,67363356,132425644,66308171,68596389,134904560
2020-21,Andaman and Nicobar Islands,1557,1594,3151,8282,8159,16441,6492,6482,12974,14774,14641,29415,5507,5034,10541,3143,3693,6836,23424,23368,46792,24981,24962,49943
2020-21,Andhra Pradesh,21756,22500,44256,1095391,1082142,2177533,662097,676387,1338484,1757488,1758529,3516017,404205,422652,826857,109188,130890,240078,2270881,2312071,4582952,2292637,2334571,4627208
2020-21,Arunachal Pradesh,3641,3667,7308,52601,55374,107975,27658,33595,61253,80259,88969,169228,17014,19194,36208,10598,11572,22170,107871,119735,227606,111512,123402,234914
2020-21,Assam,110145,112138,222283,1318482,1354405,2672887,594466,675661,1270127,1912948,2030066,3943014,305901,375548,681449,123809,126881,250690,2342658,2532495,4875153,2452803,2644633,5097436
2020-21,Bihar,67,72,139,5502023,5471223,10973246,2780835,3011383,5792218,8282858,8482606,16765464,1409643,1467594,2877237,616053,616075,1232128,10308554,10566275,20874829,10308621,10566347,20874968
2020-21,Chandigarh,3395,3311,6706,26411,24856,51267,21926,19657,41583,48337,44513,92850,14823,13005,27828,13299,12806,26105,76459,70324,146783,79854,73635,153489
2020-21,Chhattisgarh,1757,1500,3257,883663,885766,1769429,527744,545724,1073468,1411407,1431490,2842897,341368,381217,722585,207777,265728,473505,1960552,2078435,4038987,1962309,2079935,4042244
2020-21,Daman and Diu and Dadra and Nagar Haveli,852,840,1692,19112,19156,38268,11915,11837,23752,31027,30993,62020,6467,6191,12658,3603,4189,7792,41097,41373,82470,41949,42213,84162
2020-21,Delhi,45849,53156,99005,431364,451066,882430,340694,353929,694623,772058,804995,1577053,253369,257877,511246,166284,188652,354936,1191711,1251524,2443235,1237560,1304680,2542240
2020-21,Goa,371,363,734,12267,11580,23847,4021,3905,7926,16288,15485,31773,3323,2710,6033,2268,2049,4317,21879,20244,42123,22250,20607,42857
2020-21,Gujarat,2478,2838,5316,1627083,1609056,3236139,932869,926070,1858939,2559952,2535126,5095078,90863,87744,178607,26094,29727,55821,2676909,2652597,5329506,2679387,2655435,5334822
2020-21,Haryana,2587,2946,5533,465251,489292,954543,273322,290771,564093,738573,780063,1518636,204079,209032,413111,142866,152187,295053,1085518,1141282,2226800,1088105,1144228,2232333
2020-21,Himachal Pradesh,14085,14274,28359,145243,146051,291294,104567,104934,209501,249810,250985,500795,81193,77010,158203,80227,80151,160378,411230,408146,819376,425315,422420,847735
2020-21,Jammu and Kashmir,34532,36147,70679,255284,268168,523452,148862,153855,302717,404146,422023,826169,103192,97651,200843,121317,105293,226610,628655,624967,1253622,663187,661114,1324301
2020-21,Jharkhand,27454,27585,55039,1229563,1264132,2493695,649904,732944,1382848,1879467,1997076,3876543,269636,310246,579882,169651,191894,361545,2318754,2499216,4817970,2346208,2526801,4873009
2020-21,Karnataka,7650,7598,15248,1166425,1240560,2406985,741925,798779,1540704,1908350,2039339,3947689,357368,368034,725402,148450,194817,343267,2414168,2602190,5016358,2421818,2609788,5031606
2020-21,Kerala,68039,67011,135050,294579,284774,579353,194926,186224,381150,489505,470998,960503,154021,142955,296976,178278,186402,364680,821804,800355,1622159,889843,867366,1757209
2020-21,Ladakh,2204,2278,4482,4139,4981,9120,2289,2987,5276,6428,7968,14396,1979,2426,4405,2467,2994,5461,10874,13388,24262,13078,15666,28744
2020-21,Lakshadweep,547,536,1083,2707,2587,5294,1302,1155,2457,4009,3742,7751,1164,1080,2244,1030,1006,2036,6203,5828,12031,6750,6364,13114
2020-21,Madhya Pradesh,8947,8757,17704,1978217,2053036,4031253,1212425,1286524,2498949,3190642,3339560,6530202,735942,725014,1460956,431052,464865,895917,4357636,4529439,8887075,4366583,4538196,8904779
2020-21,Maharashtra,37342,36750,74092,1988339,1972433,3960772,605499,628299,1233798,2593838,2600732,5194570,125225,121958,247183,39766,39115,78881,2758829,2761805,5520634,2796171,2798555,5594726
2020-21,Manipur,4234,4283,8517,56611,57403,114014,18018,20112,38130,74629,77515,152144,10600,11619,22219,9249,9629,18878,94478,98763,193241,98712,103046,201758
2020-21,Meghalaya,49457,47180,96637,131579,127663,259242,50863,55799,106662,182442,183462,365904,5219,5915,11134,4282,4468,8750,191943,193845,385788,241400,241025,482425
2020-21,Mizoram,4907,4570,9477,33853,30915,64768,17283,16084,33367,51136,46999,98135,7781,8517,16298,3870,4450,8320,62787,59966,122753,67694,64536,132230
2020-21,Nagaland,19310,19240,38550,33208,35832,69040,16831,20034,36865,50039,55866,105905,7859,9805,17664,4512,5116,9628,62410,70787,133197,81720,90027,171747
2020-21,Odisha,10387,9655,20042,1332266,1334556,2666822,823409,814821,1638230,2155675,2149377,4305052,400974,389494,790468,45563,52225,97788,2602212,2591096,5193308,2612599,2600751,5213350
2020-21,Puducherry,3540,3657,7197,14709,14835,29544,10479,10505,20984,25188,25340,50528,7420,7951,15371,6588,8183,14771,39196,41474,80670,42736,45131,87867
2020-21,Punjab,172938,165608,338546,507642,481014,988656,345474,322774,668248,853116,803788,1656904,255232,223427,478659,208611,194105,402716,1316959,1221320,2538279,1489897,1386928,2876825
2020-21,Rajasthan,1440,1315,2755,1985714,2118043,4103757,1088626,1170535,2259161,3074340,3288578,6362918,748563,762855,1511418,539309,539232,1078541,4362212,4590665,8952877,4363652,4591980,8955632
2020-21,Sikkim,3036,2838,5874,12095,10723,22818,11417,11517,22934,23512,22240,45752,9394,10275,19669,6554,8131,14685,39460,40646,80106,42496,43484,85980
2020-21,Tamil Nadu,37257,37282,74539,903549,899436,1802985,643419,661993,1305412,1546968,1561429,3108397,427623,442762,870385,323097,398789,721886,2297688,2402980,4700668,2334945,2440262,4775207
2020-21,Telangana,1919,1816,3735,559851,583719,1143570,429596,457350,886946,989447,1041069,2030516,282645,306753,589398,119546,153779,273325,1391638,1501601,2893239,1393557,1503417,2896974
2020-21,Tripura,1994,1808,3802,118785,122084,240869,73694,76598,150292,192479,198682,391161,41784,46789,88573,25417,27771,53188,259680,273242,532922,261674,275050,536724
2020-21,Uttar Pradesh,4827,4723,9550,6302882,6361392,12664274,2092499,2247861,4340360,8395381,8609253,17004634,149981,185313,335294,95487,131380,226867,8640849,8925946,17566795,8645676,8930669,17576345
2020-21,Uttarakhand,107,73,180,182564,189325,371889,106542,118969,225511,289106,308294,597400,82879,91142,174021,65528,79502,145030,437513,478938,916451,437620,479011,916631
2020-21,West Bengal,535275,523124,1058399,3492064,3417811,6909875,1871838,1933521,3805359,5363902,5351332,10715234,1236345,1494781,2731126,827350,970917,1798267,7427597,7817030,15244627,7962872,8340154,16303026
2021-22,India,1384014,1357748,2741762,36799061,36301714,73100775,18715201,19241690,37956891,55514262,55543404,111057666,8693396,9077606,17771002,5586742,6083308,11670050,69794400,70704318,140498718,71178414,72062066,143240480
2021-22,Andaman and Nicobar Islands,1919,1954,3873,7908,7765,15673,6499,6256,12755,14407,14021,28428,4706,4571,9277,4759,4831,9590,23872,23423,47295,25791,25377,51168
2021-22,Andhra Pradesh,2307,2281,4588,1110235,1103013,2213248,688772,691354,1380126,1799007,1794367,3593374,412632,423350,835982,121714,140549,262263,2333353,2358266,4691619,2335660,2360547,4696207
2021-22,Arunachal Pradesh,4063,4282,8345,49379,51293,100672,27288,32454,59742,76667,83747,160414,17129,18372,35501,14265,15383,29648,108061,117502,225563,112124,121784,233908
2021-22,Assam,113589,115607,229196,1356610,1378926,2735536,615646,698262,1313908,1972256,2077188,4049444,302400,375267,677667,154417,166947,321364,2429073,2619402,5048475,2542662,2735009,5277671
2021-22,Bihar,0,0,0,5871117,5748410,11619527,2958478,3090636,6049114,8829595,8839046,17668641,1465342,1536262,3001604,659135,660065,1319200,10954072,11035373,21989445,10954072,11035373,21989445
2021-22,Chandigarh,4032,3928,7960,29846,27572,57418,22291,19895,42186,52137,47467,99604,15661,13393,29054,14891,13647,28538,82689,74507,157196,86721,78435,165156
2021-22,Chhattisgarh,1775,1442,3217,956532,942723,1899255,557338,566337,1123675,1513870,1509060,3022930,309789,344668,654457,262096,319353,581449,2085755,2173081,4258836,2087530,2174523,4262053
2021-22,Daman and Diu and Dadra and Nagar Haveli,959,960,1919,20973,20519,41492,12662,12221,24883,33635,32740,66375,6479,6007,12486,4852,5394,10246,44966,44141,89107,45925,45101,91026
2021-22,Delhi,58264,65511,123775,492838,491283,984121,381533,380072,761605,874371,871355,1745726,247389,241777,489166,210986,227023,438009,1332746,1340155,2672901,1391010,1405666,2796676
2021-22,Goa,495,475,970,12167,11766,23933,4116,3830,7946,16283,15596,31879,2742,2422,5164,2623,2296,4919,21648,20314,41962,22143,20789,42932
2021-22,Gujarat,2499,2977,5476,1713764,1665216,3378980,967900,948627,1916527,2681664,2613843,5295507,95788,94019,189807,40055,40030,80085,2817507,2747892,5565399,2820006,2750869,5570875
2021-22,Haryana,2832,3162,5994,581185,577315,1158500,318769,320468,639237,899954,897783,1797737,214444,212246,426690,187291,184772,372063,1301689,1294801,2596490,1304521,1297963,2602484
2021-22,Himachal Pradesh,21347,21313,42660,157246,155030,312276,110108,109783,219891,267354,264813,532167,73493,71468,144961,93159,87802,180961,434006,424083,858089,455353,445396,900749
2021-22,Jammu and Kashmir,72075,74087,146162,277426,283935,561361,153074,157190,310264,430500,441125,871625,107574,101965,209539,130122,115920,246042,668196,659010,1327206,740271,733097,1473368
2021-22,Jharkhand,19667,19649,39316,1319608,1316817,2636425,719468,777182,1496650,2039076,2093999,4133075,311632,354116,665748,187637,217092,404729,2538345,2665207,5203552,2558012,2684856,5242868
2021-22,Karnataka,11435,10980,22415,1323941,1346945,2670886,778827,817548,1596375,2102768,2164493,4267261,382028,403911,785939,168013,202361,370374,2652809,2770765,5423574,2664244,2781745,5445989
2021-22,Kerala,82531,79754,162285,326388,309426,635814,204033,193616,397649,530421,503042,1033463,155433,143675,299108,181399,185765,367164,867253,832482,1699735,949784,912236,1862020
2021-22,Ladakh,2284,2406,4690,4278,4949,9227,2358,3047,5405,6636,7996,14632,2042,2400,4442,2587,2961,5548,11265,13357,24622,13549,15763,29312
2021-22,Lakshadweep,814,768,1582,2759,2636,5395,1473,1340,2813,4232,3976,8208,986,887,1873,965,958,1923,6183,5821,12004,6997,6589,13586
2021-22,Madhya Pradesh,14029,13560,27589,2139243,2158511,4297754,1252142,1303860,2556002,3391385,3462371,6853756,746143,737269,1483412,526558,538419,1064977,4664086,4738059,9402145,4678115,4751619,9429734
2021-22,Maharashtra,42888,41435,84323,2091386,2055485,4146871,641325,643324,1284649,2732711,2698809,5431520,129314,126193,255507,40479,41265,81744,2902504,2866267,5768771,2945392,2907702,5853094
2021-22,Manipur,6265,6225,12490,58971,58170,117141,18322,20177,38499,77293,78347,155640,10787,11395,22182,12924,13400,26324,101004,103142,204146,107269,109367,216636
2021-22,Meghalaya,47926,45844,93770,129523,125863,255386,51565,56464,108029,181088,182327,363415,5254,5964,11218,3985,4844,8829,190327,193135,383462,238253,238979,477232
2021-22,Mizoram,5466,5118,10584,36695,33441,70136,18409,17296,35705,55104,50737,105841,8411,8594,17005,4525,5390,9915,68040,64721,132761,73506,69839,143345
2021-22,Nagaland,18753,18496,37249,32947,35210,68157,16146,19256,35402,49093,54466,103559,8578,10883,19461,4584,5366,9950,62255,70715,132970,81008,89211,170219
2021-22,Odisha,1196,1082,2278,1386813,1368852,2755665,828645,819391,1648036,2215458,2188243,4403701,377708,373203,750911,45103,53205,98308,2638269,2614651,5252920,2639465,2615733,5255198
2021-22,Puducherry,4893,4846,9739,17178,16877,34055,11402,11117,22519,28580,27994,56574,7551,7833,15384,7104,8567,15671,43235,44394,87629,48128,49240,97368
2021-22,Punjab,198318,186713,385031,572094,531821,1103915,367529,343533,711062,939623,875354,1814977,236724,211870,448594,233278,208556,441834,1409625,1295780,2705405,1607943,1482493,3090436
2021-22,Rajasthan,2313,2124,4437,2242798,2306177,4548975,1239636,1290779,2530415,3482434,3596956,7079390,735872,738369,1474241,689318,664894,1354212,4907624,5000219,9907843,4909937,5002343,9912280
2021-22,Sikkim,3239,3054,6293,11671,10383,22054,10568,10581,21149,22239,20964,43203,9282,9877,19159,7056,8700,15756,38577,39541,78118,41816,42595,84411
2021-22,Tamil Nadu,47317,46491,93808,1058820,1021879,2080699,710331,703779,1414110,1769151,1725658,3494809,459865,465808,925673,374408,426147,800555,2603424,2617613,5221037,2650741,2664104,5314845
2021-22,Telangana,3212,2963,6175,740955,711244,1452199,460834,470448,931282,1201789,1181692,2383481,285288,304915,590203,147598,176242,323840,1634675,1662849,3297524,1637887,1665812,3303699
