Year,State,Pre-Primary - Boys,Pre-Primary - Girls,Pre-Primary - Total,Primary (1-5) - Boys,Primary (1-5) - Girls,Primary (1-5) - Total,Upper Primary (6-8) - Boys,Upper Primary (6-8) - Girls,Upper Primary (6-8) - Total,Elementary (1-8) - Boys,Elementary (1-8) - Girls,Elementary (1-8) - Total,Secondary (9-10) - Boys,Secondary (9-10) - Girls,Secondary (9-10) - Total,Higher Secondary (11-12) - Boys,Higher Secondary (11-12) - Girls,Higher Secondary (11-12) - Total,Primary to Higher Secondary (1-12) - Boys,Primary to Higher Secondary (1-12) - Girls,Primary to Higher Secondary (1-12) - Total,Total (Pre-Primary to Higher Secondary) - Boys,Total (Pre-Primary to Higher Secondary) - Girls,Total (Pre-Primary to Higher Secondary) - Total
2019-20,India,7316838,6239054,13555892,63251749,58434954,121686703,33427571,31445816,64873387,96679320,89880770,186560090,20072356,18392077,38464433,13330949,12616211,25947160,130082625,120889058,250971683,137399463,127128112,264527575
2019-20,Andaman and Nicobar Islands,4514,4242,8756,15136,14470,29606,9188,8981,18169,24324,23451,47775,6544,6293,12837,3412,4103,7515,34280,33847,68127,38794,38089,76883
2019-20,Andhra Pradesh,99762,86408,186170,1989042,1785425,3774467,1104938,1027165,2132103,3093980,2812590,5906570,687964,648735,1336699,431306,462358,893664,4213250,3923683,8136933,4313012,4010091,8323103
2019-20,Arunachal Pradesh,14928,13327,28255,86279,84360,170639,42012,44247,86259,128291,128607,256898,20521,22507,43028,10648,12221,22869,159460,163335,322795,174388,176662,351050
2019-20,Assam,262251,241951,504202,1859437,1817268,3676705,926070,989181,1915251,2785507,2806449,5591956,467441,535844,1003285,211670,208987,420657,3464618,3551280,7015898,3726869,3793231,7520100
2019-20,Bihar,389897,255001,644898,6670180,6405013,13075193,3284500,3414018,6698518,9954680,9819031,19773711,1600590,1623746,3224336,870079,807364,1677443,12425349,12250141,24675490,12815246,12505142,25320388
2019-20,Chandigarh,14408,12254,26662,49780,43927,93707,35114,29960,65074,84894,73887,158781,21856,18674,40530,21061,17917,38978,127811,110478,238289,142219,122732,264951
2019-20,Chhattisgarh,188516,165490,354006,1356104,1295380,2651484,749495,731886,1481381,2105599,2027266,4132865,461221,482587,943808,278980,321550,600530,2845800,2831403,5677203,3034316,2996893,6031209
2019-20,Dadra and Nagar Haveli,2131,1698,3829,22678,20445,43123,10412,9225,19637,33090,29670,62760,7440,6655,14095,4115,4211,8326,44645,40536,85181,46776,42234,89010
2019-20,Daman and Diu,1347,1139,2486,10419,9123,19542,5635,4977,10612,16054,14100,30154,3387,3045,6432,1855,2064,3919,21296,19209,40505,22643,20348,42991
2019-20,Delhi,154020,139006,293026,963919,847804,1811723,606032,533528,1139560,1569951,1381332,2951283,383492,343262,726754,255502,247078,502580,2208945,1971672,4180617,2362965,2110678,4473643
2019-20,Goa,13095,12172,25267,64225,60158,124383,37374,34621,71995,101599,94779,196378,25599,23022,48621,18219,19000,37219,145417,136801,282218,158512,148973,307485
2019-20,Gujarat,187559,148048,335607,2924486,2604636,5529122,1641988,1443069,3085057,4566474,4047705,8614179,1042340,784225,1826565,562510,478353,1040863,6171324,5310283,11481607,6358883,5458331,11817214
2019-20,Haryana,199876,153828,353704,1419217,1167256,2586473,802673,656764,1459437,2221890,1824020,4045910,537241,422002,959243,348872,299967,648839,3108003,2545989,5653992,3307879,2699817,6007696
2019-20,Himachal Pradesh,65964,57207,123171,301616,274912,576528,177323,160415,337738,478939,435327,914266,128847,114452,243299,102907,98997,201904,710693,648776,1359469,776657,705983,1482640
2019-20,Jammu and Kashmir,177356,157395,334751,571708,523143,1094851,299522,273567,573089,871230,796710,1667940,174451,154177,328628,111644,99084,210728,1157325,1049971,2207296,1334681,1207366,2542047
2019-20,Jharkhand,309664,243066,552730,2005296,1880865,3886161,984010,1002898,1986908,2989306,2883763,5873069,476706,488825,965531,331119,319418,650537,3797131,3692006,7489137,4106795,3935072,8041867
2019-20,Karnataka,324243,269977,594220,2829541,2614736,5444277,1606943,1520854,3127797,4436484,4135590,8572074,957117,879775,1836892,540527,595392,1135919,5934128,5610757,11544885,6258371,5880734,12139105
2019-20,Kerala,318867,302593,621460,1270374,1213182,2483556,759893,726751,1486644,2030267,1939933,3970200,515267,488936,1004203,423226,444982,868208,2968760,2873851,5842611,3287627,3176444,6464071
2019-20,Ladakh,5182,4956,10138,11575,11318,22893,5872,6108,11980,17447,17426,34873,3397,3759,7156,2134,2732,4866,22978,23917,46895,28160,28873,57033
2019-20,Lakshadweep,604,593,1197,2682,2442,5124,1246,1273,2519,3928,3715,7643,834,943,1777,943,1046,1989,5705,5704,11409,6309,6297,12606
2019-20,Madhya Pradesh,500155,411394,911549,3964545,3650180,7614725,2245498,2050635,4296133,6210043,5700815,11910858,1295652,1112403,2408055,764885,696299,1461184,8270580,7509517,15780097,8770735,7920911,16691646
2019-20,Maharashtra,469886,409846,879732,5217559,4627949,9845508,3104825,2743209,5848034,8322384,7371158,15693542,1988545,1716461,3705006,1476713,1299364,2776077,11787642,10386983,22174625,12257528,10796829,23054357
2019-20,Manipur,38400,35851,74251,170929,162926,333855,78799,77045,155844,249728,239971,489699,44625,44058,88683,33467,32414,65881,327820,316443,644263,366220,352294,718514
2019-20,Meghalaya,115141,111027,226168,268514,263753,532267,112391,125756,238147,380905,389509,770414,52823,63228,116051,27465,32773,60238,461193,485510,946703,576334,596537,1172871
2019-20,Mizoram,19429,18767,38196,69715,65797,135512,34773,33256,68029,104488,99053,203541,20474,21125,41599,12106,12852,24958,137068,133030,270098,156497,151797,308294
2019-20,Nagaland,45043,42355,87398,95273,91051,186324,49405,49747,99152,144678,140798,285476,27241,28196,55437,16030,16724,32754,187949,185718,373667,232992,228073,461065
2019-20,Odisha,175485,171436,346921,1848635,1730184,3578819,1081649,1004415,2086064,2930284,2734599,5664883,639097,613417,1252514,385186,384311,769497,3954567,3732327,7686894,4130052,3903763,8033815
2019-20,Puducherry,16622,15348,31970,52467,49090,101557,32299,30361,62660,84766,79451,164217,20986,20233,41219,16563,18269,34832,122315,117953,240268,138937,133301,272238
2019-20,Punjab,459971,391870,851841,1278715,1085375,2364090,774341,653197,1427538,2053056,1738572,3791628,528834,448723,977557,380983,325697,706680,2962873,2512992,5475865,3422844,2904862,6327706
2019-20,Rajasthan,651998,509701,1161699,4347312,3891312,8238624,2201120,1876304,4077424,6548432,5767616,12316048,1446472,1168976,2615448,1033480,810692,1844172,9028384,7747284,16775668,9680382,8256985,17937367
2019-20,Sikkim,10270,9612,19882,25740,22909,48649,16540,16260,32800,42280,39169,81449,12436,13661,26097,6819,8285,15104,61535,61115,122650,71805,70727,142532
2019-20,Tamil Nadu,669077,590983,1260060,2697221,2515659,5212880,1614679,1523484,3138163,4311900,4039143,8351043,1036698,989587,2026285,783370,897125,1680495,6131968,5925855,12057823,6801045,6516838,13317883
2019-20,Telangana,147548,124617,272165,1619171,1490983,3110154,886305,837755,1724060,2505476,2328738,4834214,557355,534684,1092039,353581,385641,739222,3416412,3249063,6665475,3563960,3373680,6937640
2019-20,Tripura,18326,15480,33806,166776,161814,328590,96571,95246,191817,263347,257060,520407,61040,61915,122955,30284,29486,59770,354671,348461,703132,372997,363941,736938
2019-20,Uttar Pradesh,267753,204743,472496,12273346,11437593,23710939,5650853,5327142,10977995,17924199,16764735,34688934,3339581,2793611,6133192,2465011,2074922,4539933,23728791,21633268,45362059,23996544,21838011,45834555
2019-20,Uttarakhand,70098,57302,127400,564902,497529,1062431,311342,280447,591789,876244,777976,1654220,203068,180869,383937,152189,149524,301713,1231501,1108369,2339870,1301599,1165671,2467270
2019-20,West Bengal,907452,848371,1755823,4167235,4014987,8182222,2045941,2102069,4148010,6213176,6117056,12330232,1275174,1529466,2804640,862088,995009,1857097,8350438,8641531,16991969,9257890,9489902,18747792
2020-21,India,5703209,4942317,10645526,63529651,58491640,122021291,33965154,31889045,65854199,97494805,90380685,187875490,20383068,18623307,39006375,13853957,13068639,26922596,131731830,122072631,253804461,137435039,127014948,264449987
2020-21,Andaman and Nicobar Islands,3525,3353,6878,14028,13392,27420,9031,8928,17959,23059,22320,45379,6899,6245,13144,3951,4552,8503,33909,33117,67026,37434,36470,73904
2020-21,Andhra Pradesh,107157,95181,202338,1995805,1806538,3802343,1121378,1035910,2157288,3117183,2842448,5959631,699938,653283,1353221,447594,448140,895734,4264715,3943871,8208586,4371872,4039052,8410924
2020-21,Arunachal Pradesh,10444,9584,20028,85160,83936,169096,41267,44320,85587,126427,128256,254683,22642,24189,46831,12421,13651,26072,161490,166096,327586,171934,175680,347614
2020-21,Assam,238439,221831,460270,1873589,1832649,3706238,941722,1011924,1953646,2815311,2844573,5659884,476228,545790,1022018,219502,220345,439847,3511041,3610708,7121749,3749480,3832539,7582019
2020-21,Bihar,289413,198059,487472,7087578,6640705,13728283,3475667,3552349,7028016,10563245,10193054,20756299,1756057,1763914,3519971,959239,912435,1871674,13278541,12869403,26147944,13567954,13067462,26635416
2020-21,Chandigarh,11779,10676,22455,48303,42909,91212,34199,29625,63824,82502,72534,155036,23250,19310,42560,21599,18888,40487,127351,110732,238083,139130,121408,260538
2020-21,Chhattisgarh,139981,124338,264319,1360383,1296333,2656716,745791,727096,1472887,2106174,2023429,4129603,456242,475030,931272,292236,341601,633837,2854652,2840060,5694712,2994633,2964398,5959031
2020-21,Daman and Diu and Dadra and Nagar Haveli,2906,2466,5372,30620,27759,58379,18086,16353,34439,48706,44112,92818,9976,8725,18701,5648,6074,11722,64330,58911,123241,67236,61377,128613
2020-21,Delhi,128048,120292,248340,925377,823755,1749132,612766,540492,1153258,1538143,1364247,2902390,404481,357955,762436,287759,275708,563467,2230383,1997910,4228293,2358431,2118202,4476633
2020-21,Goa,10715,9801,20516,62280,58499,120779,37097,34680,71777,99377,93179,192556,26831,23386,50217,19190,19644,38834,145398,136209,281607,156113,146010,302123
2020-21,Gujarat,103948,83899,187847,2847754,2534675,5382429,1636748,1445579,3082327,4484502,3980254,8464756,1032325,809118,1841443,535717,466078,1001795,6052544,5255450,11307994,6156492,5339349,11495841
2020-21,Haryana,115650,90837,206487,1367212,1131360,2498572,794337,648976,1443313,2161549,1780336,3941885,537284,426995,964279,373452,322537,695989,3072285,2529868,5602153,3187935,2620705,5808640
2020-21,Himachal Pradesh,49681,44093,93774,290534,264666,555200,177686,162206,339892,468220,426872,895092,124667,109083,233750,105057,99416,204473,697944,635371,1333315,747625,679464,1427089
2020-21,Jammu and Kashmir,155079,139510,294589,568559,522456,1091015,301755,275000,576755,870314,797456,1667770,179809,157978,337787,149205,127007,276212,1199328,1082441,2281769,1354407,1221951,2576358
2020-21,Jharkhand,197076,154908,351984,1969395,1834184,3803579,1023517,1031686,2055203,2992912,2865870,5858782,493591,508374,1001965,353128,349331,702459,3839631,3723575,7563206,4036707,3878483,7915190
2020-21,Karnataka,148714,129597,278311,2758532,2557571,5316103,1622911,1535279,3158190,4381443,4092850,8474293,989476,916740,1906216,581206,616710,1197916,5952125,5626300,11578425,6100839,5755897,11856736
2020-21,Kerala,282674,273318,555992,1257560,1202998,2460558,761333,729084,1490417,2018893,1932082,3950975,512557,488061,1000618,426175,445311,871486,2957625,2865454,5823079,3240299,3138772,6379071
2020-21,Ladakh,5551,5093,10644,11693,11289,22982,5923,6155,12078,17616,17444,35060,3520,3870,7390,2754,3405,6159,23890,24719,48609,29441,29812,59253
2020-21,Lakshadweep,547,536,1083,2707,2587,5294,1302,1155,2457,4009,3742,7751,1164,1080,2244,1030,1006,2036,6203,5828,12031,6750,6364,13114
2020-21,Madhya Pradesh,430147,355976,786123,3883132,3574207,7457339,2228271,2046802,4275073,6111403,5621009,11732412,1202941,1053461,2256402,762249,705182,1467431,8076593,7379652,15456245,8506740,7735628,16242368
2020-21,Maharashtra,317166,279766,596932,5030291,4514119,9544410,3107096,2739490,5846586,8137387,7253609,15390996,1996134,1729080,3725214,1483705,1314992,2798697,11617226,10297681,21914907,11934392,10577447,22511839
2020-21,Manipur,34214,32076,66290,169006,161823,330829,78642,77141,155783,247648,238964,486612,45737,45334,91071,35617,34536,70153,329002,318834,647836,363216,350910,714126
2020-21,Meghalaya,112085,108145,220230,273092,268417,541509,114362,128055,242417,387454,396472,783926,53179,64608,117787,25718,31065,56783,466351,492145,958496,578436,600290,1178726
2020-21,Mizoram,17430,16838,34268,69079,64969,134048,35362,34158,69520,104441,99127,203568,19262,20775,40037,12080,12886,24966,135783,132788,268571,153213,149626,302839
2020-21,Nagaland,41872,39738,81610,92336,88836,181172,49065,49404,98469,141401,138240,279641,27592,29044,56636,15310,16901,32211,184303,184185,368488,226175,223923,450098
2020-21,Odisha,83030,69060,152090,1834628,1715165,3549793,1107699,1034862,2142561,2942327,2750027,5692354,684742,640721,1325463,366094,376587,742681,3993163,3767335,7760498,4076193,3836395,7912588
2020-21,Puducherry,11987,11108,23095,52485,48723,101208,32513,30440,62953,84998,79163,164161,21271,20236,41507,16810,18060,34870,123079,117459,240538,135066,128567,263633
2020-21,Punjab,395693,343534,739227,1271177,1078840,2350017,793511,662673,1456184,2064688,1741513,3806201,563801,452322,1016123,409347,348150,757497,3037836,2541985,5579821,3433529,2885519,6319048
2020-21,Rajasthan,421300,331511,752811,4402364,3917474,8319838,2264719,1962198,4226917,6667083,5879672,12546755,1440639,1172108,2612747,1073712,871432,1945144,9181434,7923212,17104646,9602734,8254723,17857457
2020-21,Sikkim,9927,9028,18955,24993,22312,47305,15780,15487,31267,40773,37799,78572,11347,12152,23499,7406,9212,16618,59526,59163,118689,69453,68191,137644
2020-21,Tamil Nadu,473190,425818,899008,2672562,2488995,5161557,1601099,1509666,3110765,4273661,3998661,8272322,1050966,992426,2043392,823348,906431,1729779,6147975,5897518,12045493,6621165,6323336,12944501
2020-21,Telangana,127166,106283,233449,1581978,1449369,3031347,928336,866417,1794753,2510314,2315786,4826100,575553,546364,1121917,388503,394584,783087,3474370,3256734,6731104,3601536,3363017,6964553
2020-21,Tripura,15310,13164,28474,161299,157158,318457,92938,91326,184264,254237,248484,502721,52692,55258,107950,32976,33882,66858,339905,337624,677529,355215,350788,706003
2020-21,Uttar Pradesh,230384,180755,411139,12527017,11599200,24126217,5732984,5391750,11124734,18260001,16990950,35250951,3344964,2734260,6079224,2546474,2116718,4663192,24151439,21841928,45993367,24381823,22022683,46404506
2020-21,Uttarakhand,50739,41250,91989,559003,490608,1049611,313092,281109,594201,872095,771717,1643812,200603,178065,378668,158232,153353,311585,1230930,1103135,2334065,1281669,1144385,2426054
2020-21,West Bengal,930242,860895,1791137,4368140,4163164,8531304,2107169,2131270,4238439,6475309,6294434,12769743,1334708,1577967,2912675,899513,1032829,1932342,8709530,8905230,17614760,9639772,9766125,19405897
2021-22,India,5051523,4443684,9495207,63517655,58324595,121842250,34511750,32278942,66790692,98029405,90603537,188632942,20071918,18456713,38528631,14747732,13831318,28579050,132849055,122891568,255740623,137900578,127335252,265235830
2021-22,Andaman and Nicobar Islands,3449,3436,6885,13293,12671,25964,9088,8631,17719,22381,21302,43683,5976,5834,11810,5730,5753,11483,34087,32889,66976,37536,36325,73861
2021-22,Andhra Pradesh,41948,35443,77391,1942766,1782027,3724793,1132406,1036628,2169034,3075172,2818655,5893827,694292,646958,1341250,466603,465576,932179,4236067,3931189,8167256,4278015,3966632,8244647
2021-22,Arunachal Pradesh,13517,12559,26076,83662,80399,164061,41309,43621,84930,124971,124020,248991,22471,22984,45455,16377,17483,33860,163819,164487,328306,177336,177046,354382
2021-22,Assam,228797,214591,443388,1844170,1801193,3645363,917373,988402,1905775,2761543,2789595,5551138,465492,539190,1004682,264216,281536,545752,3491251,3610321,7101572,3720048,3824912,7544960
2021-22,Bihar,251500,174754,426254,7339469,6840063,14179532,3635833,3617710,7253543,10975302,10457773,21433075,1804240,1814058,3618298,1023011,972054,1995065,13802553,13243885,27046438,14054053,13418639,27472692
2021-22,Chandigarh,11507,10552,22059,50841,45107,95948,34343,29759,64102,85184,74866,160050,23967,19828,43795,23053,19670,42723,132204,114364,246568,143711,124916,268627
2021-22,Chhattisgarh,120536,107431,227967,1379792,1312721,2692513,753340,733078,1486418,2133132,2045799,4178931,410149,430023,840172,349429,395698,745127,2892710,2871520,5764230,3013246,2978951,5992197
2021-22,Daman and Diu and Dadra and Nagar Haveli,2738,2373,5111,31296,28290,59586,18697,16653,35350,49993,44943,94936,10087,8584,18671,7250,7390,14640,67330,60917,128247,70068,63290,133358
2021-22,Delhi,128967,124658,253625,928498,825932,1754430,633559,557216,1190775,1562057,1383148,2945205,386581,338694,725275,333718,314284,648002,2282356,2036126,4318482,2411323,2160784,4572107
2021-22,Goa,11457,11099,22556,62585,58771,121356,37525,34785,72310,100110,93556,193666,24279,22587,46866,21181,20713,41894,145570,136856,282426,157027,147955,304982
2021-22,Gujarat,90861,73830,164691,2848644,2538546,5387190,1638632,1452353,3090985,4487276,3990899,8478175,959454,791062,1750516,621145,527749,1148894,6067875,5309710,11377585,6158736,5383540,11542276
2021-22,Haryana,135943,107702,243645,1406310,1172952,2579262,813172,667167,1480339,2219482,1840119,4059601,526975,425168,952143,423787,356503,780290,3170244,2621790,5792034,3306187,2729492,6035679
2021-22,Himachal Pradesh,55078,49796,104874,288640,262353,550993,178750,163945,342695,467390,426298,893688,114016,102413,216429,116213,105818,222031,697619,634529,1332148,752697,684325,1437022
2021-22,Jammu and Kashmir,205990,189259,395249,576318,530614,1106932,301526,275979,577505,877844,806593,1684437,182592,161893,344485,157488,136985,294473,1217924,1105471,2323395,1423914,1294730,2718644
2021-22,Jharkhand,157652,124891,282543,1938656,1802253,3740909,1060618,1053691,2114309,2999274,2855944,5855218,536799,552270,1089069,367113,376807,743920,3903186,3785021,7688207,4060838,3909912,7970750
2021-22,Karnataka,141477,123551,265028,2837353,2618873,5456226,1645934,1551012,3196946,4483287,4169885,8653172,1010732,959584,1970316,598618,605247,1203865,6092637,5734716,11827353,6234114,5858267,12092381
2021-22,Kerala,289712,278460,568172,1274839,1211401,2486240,767896,733107,1501003,2042735,1944508,3987243,511005,485085,996090,428740,442875,871615,2982480,2872468,5854948,3272192,3150928,6423120
2021-22,Ladakh,5533,5185,10718,11609,11283,22892,5907,6259,12166,17516,17542,35058,3639,3943,7582,2975,3455,6430,24130,24940,49070,29663,30125,59788
2021-22,Lakshadweep,814,768,1582,2759,2636,5395,1473,1340,2813,4232,3976,8208,986,887,1873,965,958,1923,6183,5821,12004,6997,6589,13586
2021-22,Madhya Pradesh,403029,338950,741979,3833282,3524107,7357389,2195869,2028350,4224219,6029151,5552457,11581608,1159009,1037499,2196508,867196,781974,1649170,8055356,7371930,15427286,8458385,7710880,16169265
2021-22,Maharashtra,276372,249489,525861,5015735,4549586,9565321,3115548,2740049,5855597,8131283,7289635,15420918,1996741,1738906,3735647,1550240,1354029,2904269,11678264,10382570,22060834,11954636,10632059,22586695
2021-22,Manipur,31759,29964,61723,158618,151405,310023,75988,74875,150863,234606,226280,460886,45649,45356,91005,40185,39395,79580,320440,311031,631471,352199,340995,693194
2021-22,Meghalaya,109509,105273,214782,267341,263049,530390,115006,129002,244008,382347,392051,774398,53164,64332,117496,27502,35542,63044,463013,491925,954938,572522,597198,1169720
2021-22,Mizoram,16402,16165,32567,70199,66450,136649,36464,35485,71949,106663,101935,208598,19791,20814,40605,13360,14774,28134,139814,137523,277337,156216,153688,309904
2021-22,Nagaland,39322,37299,76621,90734,87221,177955,47945,48494,96439,138679,135715,274394,28441,30280,58721,16067,17993,34060,183187,183988,367175,222509,221287,443796
2021-22,Odisha,27123,22253,49376,1815168,1703985,3519153,1064056,1007699,2071755,2879224,2711684,5590908,636275,610106,1246381,338141,352087,690228,3853640,3673877,7527517,3880763,3696130,7576893
2021-22,Puducherry,11595,10923,22518,49290,45798,95088,31290,29477,60767,80580,75275,155855,20928,20074,41002,17669,18502,36171,119177,113851,233028,130772,124774,255546
