Year,State,Primary (1-5) - Boys,Primary (1-5) - Girls,Primary (1-5) - Total,Upper Primary (6-8) - Boys,Upper Primary (6-8) - Girls,Upper Primary (6-8) - Total,Elementary (1-8) - Boys,Elementary (1-8) - Girls,Elementary (1-8) - Total,Secondary (9-10) - Boys,Secondary (9-10) - Girls,Secondary (9-10) - Total,Higher Secondary (11-12) - Boys,Higher Secondary (11-12) - Girls,Higher Secondary (11-12) - Total
2018-19,Sikkim,155.2,148.2,151.8,136.6,162.1,148.8,147.4,153.9,150.6,144.9,183.3,162.5,65.2,88.9,77
2018-19,Tamil Nadu,106.3,105.8,106.1,101.7,100.6,101.2,104.5,103.8,104.2,94.7,95.9,95.3,64.1,82.7,73.2
2018-19,Telangana,117.2,118.5,117.9,97,96.8,96.9,109.1,109.6,109.4,85.8,88.8,87.3,60.8,70.3,65.5
2018-19,Tripura,120.5,123.6,122,107.9,109,108.5,115.3,117.5,116.4,98.9,102.3,100.5,41.4,42,41.7
2018-19,Uttar Pradesh,118.7,124.2,121.3,92.1,97.3,94.5,108.9,114.2,111.4,69.1,67.4,68.3,45,45.7,45.3
2018-19,Uttarakhand,115,117.6,116.2,101.1,105.9,103.4,109.5,113,111.2,99.7,104.6,102.1,62.6,75.1,68.5
2018-19,West Bengal,126.1,124.4,125.2,100.7,101.8,101.2,116.1,115.4,115.7,93,106.2,99.5,56.6,61.2,58.9
2019-20,India,111.9,114.5,113.1,96.1,98.1,97.1,106,108.3,107.1,82.4,83.8,83,50.9,55.1,52.9
2019-20,Andaman and Nicobar Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-20,Andhra Pradesh,109.5,106.1,107.8,96.9,92.9,94.9,104.6,100.9,102.8,84.6,84.7,84.6,52.3,62.3,57.2
2019-20,Arunachal Pradesh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-20,Assam,136.4,141.3,138.7,112.3,117.7,114.9,126.6,131.5,129,91.9,103.2,97.5,36.8,36.3,36.6
2019-20,Bihar,111.4,113.6,112.5,86.8,94.2,90.3,102.7,106.7,104.6,61.4,70.7,65.7,33.7,36,34.8
2019-20,Chandigarh,30.3,29.4,29.9,41.3,44.2,42.6,34.5,35.1,34.7,49.8,52.7,51.1,42.8,47.5,44.9
2019-20,Chhattisgarh,105.3,105.3,105.3,100.4,101.6,101,103.5,103.9,103.7,91.2,99.2,95.1,50.8,60.6,55.6
2019-20,Dadra and Nagar Haveli,161.4,180.3,170,139,128.8,133.9,152.7,158.3,155.4,128.1,120.3,124.7,95.5,106,100.9
2019-20,Daman and Diu,107.3,86.5,96.8,101.4,99,100.3,104.7,91.5,98.3,116.3,136.3,124.9,57.1,116.3,80.6
2019-20,Delhi,60.5,63.7,62,66.3,70.8,68.4,62.7,66.5,64.5,69.6,76.2,72.7,41.4,52.4,46.7
2019-20,Goa,70.5,65.2,67.9,76.6,69.6,73.1,72.7,66.9,69.9,66.2,79.1,72.2,64.2,75,69.5
2019-20,Gujarat,89.6,93.7,91.5,83.2,83.9,83.5,87.1,89.9,88.4,83.7,74.4,79.3,41.9,44,42.9
2019-20,Haryana,104.1,107.8,105.8,99.6,105.2,102.2,102.4,106.8,104.5,102.2,103.9,103,49.2,59.1,53.8
2019-20,Himachal Pradesh,103.3,105.4,104.3,95.9,98.7,97.3,100.4,102.8,101.6,108.4,107.6,108,73.7,82.5,77.9
2019-20,Jammu and Kashmir,113.1,119.5,116,81.8,83.7,82.7,99.2,103.6,101.2,71,73.2,72,32.7,37.5,34.9
2019-20,Jharkhand,110.6,111.3,110.9,85.8,91.7,88.7,101.4,104,102.7,55.2,60.9,58,36.2,39.1,37.6
2019-20,Karnataka,105.6,104.9,105.3,101.6,101.7,101.6,104.1,103.7,103.9,86.5,83.8,85.2,44.3,52.2,48.1
2019-20,Kerala,100.8,100,100.4,93.9,92.9,93.4,98.1,97.2,97.7,94.4,92.4,93.4,89.7,94.5,92.1
2019-20,Ladakh,188.7,395.1,255.4,132.2,127.3,130.1,166.8,258.9,201.1,157.4,124.9,141.7,76.6,0,38.8
2019-20,Lakshadweep,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-20,Madhya Pradesh,95,96,95.5,94.5,92.3,93.4,94.8,94.7,94.7,82.5,76.4,79.6,43.9,42.9,43.4
2019-20,Maharashtra,109.2,109.3,109.2,103.7,103.6,103.6,107.1,107,107,101.9,100,101,70.1,72.2,71.1
2019-20,Manipur,169.8,173.5,171.6,115.3,119.1,117.2,147.3,151.1,149.2,101.4,105,103.2,86.3,84.1,85.3
2019-20,Meghalaya,441.9,459.3,450.1,207.7,236.4,221.8,344.2,362,352.8,178.6,211.5,194,71.7,86.2,78.5
2019-20,Mizoram,1057.8,1159.6,1106.1,557.3,633.3,588.9,853.4,974.4,908,1683.5,971.1,1225.5,389.1,534.8,455.4
2019-20,Nagaland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-20,Odisha,103.1,104.8,103.9,94.5,93.9,94.2,99.7,100.5,100.1,82.5,84.8,83.7,41.3,43.7,42.5
2019-20,Puducherry,90.7,91.7,91.2,86.7,84.7,85.7,89.2,88.9,89,81.4,83.9,82.6,61.1,73.7,67.3
2019-20,Punjab,109.5,110.5,110,101.5,102.9,102.2,106.4,107.5,106.9,96,95.2,95.6,64.7,72.5,68.3
2019-20,Rajasthan,113.7,116.9,115.2,93.4,89,91.3,106.3,106.5,106.4,89.4,83,86.4,57.4,52.2,55
2019-20,Sikkim,158.3,149,153.8,129.9,145.3,137.3,146,147.4,146.7,138.2,166.3,151.1,59.9,58.9,59.4
2019-20,Tamil Nadu,104.2,105,104.6,101.2,100.1,100.6,103,103.1,103.1,93.3,94.7,94,65,82.4,73.6
2019-20,Telangana,120.8,122.9,121.8,99.7,99.2,99.5,112.4,113.2,112.8,88.3,91,89.6,56.3,70.6,63.3
2019-20,Tripura,128.5,134,131.2,108.6,110.2,109.4,120,123.8,121.9,100.3,103.6,101.9,44.1,45.9,45
2019-20,Uttar Pradesh,120.9,127.8,124.2,97.6,102.9,100.1,112.6,118.8,115.5,70.2,67.5,68.9,46.8,46.6,46.7
2019-20,Uttarakhand,115.3,119.3,117.2,101,105.8,103.3,109.7,113.9,111.7,101.6,105,103.2,66.3,79.4,72.4
2019-20,West Bengal,128.3,127.2,127.8,99.5,100.4,99.9,116.9,116.5,116.7,96.1,109.9,103,58.5,64.5,61.5
2020-21,India,112.2,115.3,113.7,99,100.9,100,107.3,109.9,108.6,84.2,85.4,84.8,54,58.3,56.1
2020-21,Andaman and Nicobar Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-21,Andhra Pradesh,111.2,109,110.1,100.6,96,98.3,107.1,103.9,105.5,89.5,87.4,88.5,55.8,62.6,59.2
2020-21,Arunachal Pradesh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-21,Assam,138.9,146.3,142.5,113.6,118.3,115.9,128.6,134.5,131.5,94.2,104.1,99.2,37.9,38,38
2020-21,Bihar,117.9,120,118.9,92.7,99.2,95.8,109,112.6,110.7,67,77.2,71.7,36.8,41.1,38.7
2020-21,Chandigarh,27.5,27.5,27.5,38.1,39.6,38.8,31.5,32.1,31.8,49.8,53.3,51.4,44.9,50.2,47.2
2020-21,Chhattisgarh,104,104,104,100.3,101.9,101.1,102.6,103.3,102.9,90,98.3,94.1,53.2,64.3,58.6
2020-21,Daman and Diu and Dadra and Nagar Haveli,122.6,122.4,122.5,127.9,113,120.7,124.8,118.5,121.8,109,132.7,119.3,74.9,91.5,82.5
2020-21,Delhi,57.6,62,59.7,67.1,70,68.5,61.2,65.1,63.1,75.3,80.4,77.7,48.1,60.1,53.8
2020-21,Goa,62.2,60.4,61.3,68.1,66.5,67.3,64.4,62.8,63.6,75.9,74.1,75,64,76.5,70.2
2020-21,Gujarat,88.7,93.4,90.9,85.4,85.7,85.5,87.4,90.4,88.8,83.3,77.3,80.5,40,43.6,41.7
2020-21,Haryana,100.4,105.2,102.6,97.8,103,100.3,99.4,104.4,101.7,104.4,106.8,105.6,55.6,67.6,61.1
2020-21,Himachal Pradesh,100.9,102.9,101.9,97.3,100.1,98.6,99.5,101.8,100.6,104.3,103.2,103.8,77.8,85,81.2
2020-21,Jammu and Kashmir,121.9,127.6,124.5,80.3,83.6,81.8,102.4,107.1,104.6,71,73.5,72.2,49.9,52.7,51.2
2020-21,Jharkhand,108.4,110.1,109.2,90.9,96.4,93.6,101.9,104.9,103.4,57.4,64.2,60.7,38.5,41.6,40
2020-21,Karnataka,102.7,103.1,102.9,103.5,103.8,103.7,103,103.4,103.2,91.2,89.8,90.5,49.9,56.2,52.9
2020-21,Kerala,99.4,99.2,99.3,94,94.2,94.1,97.3,97.2,97.2,96.1,94.5,95.3,92,96,94
2020-21,Ladakh,112.8,408.4,208.3,80.7,187.2,127.3,100.4,296,173.2,153.3,122.1,138.2,150,76.5,113.6
2020-21,Lakshadweep,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-21,Madhya Pradesh,92.6,94.5,93.5,96.2,94.9,95.6,93.9,94.6,94.3,77.3,73.3,75.4,43.6,44.2,43.9
2020-21,Maharashtra,106.2,107.7,106.9,103.3,102.8,103,105,105.7,105.4,101.1,99.7,100.4,70.5,73.2,71.8
2020-21,Manipur,158.9,163.5,161.1,112.1,118.9,115.4,138.9,144.4,141.6,99.7,108,103.7,94.4,102,98.1
2020-21,Meghalaya,551.2,562.1,556.3,237.1,248.4,242.7,415.9,420.6,418.1,156.8,175.4,165.5,69.2,66.3,67.9
2020-21,Mizoram,1354.9,1413.6,1382.7,624.5,917.5,746.1,1046.7,1232.1,1130.1,1274.3,712.3,912.9,137.5,190.1,161.4
2020-21,Nagaland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-21,Odisha,103.2,104.6,103.9,97.3,97.8,97.5,100.9,101.9,101.4,91.3,90.3,90.8,39.5,43.3,41.4
2020-21,Puducherry,90.2,92,91.1,85.5,82.8,84.2,88.4,88.4,88.4,82.5,82.9,82.7,62.7,70.5,66.5
2020-21,Punjab,110.2,110,110.1,106.5,107.1,106.8,108.8,108.9,108.8,95.3,93.6,94.5,74.9,82.1,78.2
2020-21,Rajasthan,112.5,116.7,114.5,99.1,96.2,97.7,107.7,109.1,108.4,90.6,84.7,87.8,61.4,58.4,60
2020-21,Sikkim,161.2,158.1,159.7,129.1,148.2,138.3,146.9,153.8,150.2,123.1,163.4,141.6,69.8,80.1,74.9
2020-21,Tamil Nadu,103.5,105,104.2,100.6,99.5,100,102.4,102.8,102.6,97.9,97,97.5,70,84.6,77.2
2020-21,Telangana,118.4,120.7,119.5,104.8,103.3,104.1,113.1,113.6,113.3,93.3,94.9,94.1,64.8,74.4,69.5
2020-21,Tripura,132.9,140.5,136.5,102.1,104.2,103.1,119.3,124.4,121.8,88.2,93.1,90.6,47.5,52.4,49.9
2020-21,Uttar Pradesh,120.8,127.9,124.2,101.5,106.8,104,114.1,120.4,117.1,70.6,66.9,68.9,49.5,48.9,49.2
2020-21,Uttarakhand,113.6,119.1,116.2,101.2,105.6,103.3,108.7,113.7,111.1,100,102.7,101.3,69.3,83.6,76
2020-21,West Bengal,133.2,132,132.6,102.5,102,102.3,121.1,120,120.5,100.6,113.6,107.1,61,67.3,64.1
2021-22,India,111.5,114.9,113.1,103.1,104.5,103.8,108.4,111,109.7,84.2,85.6,84.9,59.5,63.7,61.5
2021-22,Andaman and Nicobar Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-22,Andhra Pradesh,109.7,109.3,109.5,104.4,98.4,101.4,107.7,105,106.4,91.1,88.9,90,61.3,67.4,64.3
2021-22,Arunachal Pradesh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-22,Assam,140.4,149.4,144.8,111.8,115.6,113.7,128.7,135,131.8,92.3,101.4,96.9,46.2,48.8,47.5
2021-22,Bihar,123.4,127.1,125.2,100,104.6,102.2,115.1,119,117,68.6,79.1,73.5,39.1,43.5,41.1
2021-22,Chandigarh,26.5,27.3,26.9,36.3,37.7,37,30.3,31.3,30.7,49.3,51.4,50.2,46.7,52.9,49.5
2021-22,Chhattisgarh,106.3,106.5,106.4,102.6,103.7,103.1,105,105.5,105.2,79.4,88.4,83.8,66.4,77.8,72
2021-22,Daman and Diu and Dadra and Nagar Haveli,107.1,98.8,103.1,103.1,99,101.1,105.5,98.9,102.3,111,128.5,118.6,79.7,95.5,87
2021-22,Delhi,60.4,63.3,61.8,72.1,71.5,71.8,64.8,66.5,65.6,70.8,73.4,72.1,60.6,71.9,66
2021-22,Goa,66.7,64.3,65.5,63.9,60.9,62.4,65.7,63,64.4,60,67.9,63.7,73.8,89.1,81.5
2021-22,Gujarat,88.6,94.3,91.2,86,86.3,86.1,87.6,91.2,89.3,75.7,73.2,74.5,47.8,50.3,49
2021-22,Haryana,102.6,106.4,104.4,102.4,106.7,104.4,102.5,106.5,104.4,103.9,107,105.3,71,82.1,76.1
2021-22,Himachal Pradesh,103.4,105.2,104.3,99,103.2,101,101.7,104.4,103,93.8,95.7,94.7,93.7,96.7,95.2
2021-22,Jammu and Kashmir,135.8,139.6,137.6,80.3,83.8,81.9,108.2,112.4,110.2,73,74.3,73.6,56,60,57.8
2021-22,Jharkhand,108.1,110.7,109.3,95.4,99.8,97.6,103.3,106.5,104.9,65,72.7,68.7,39.5,45.9,42.6
2021-22,Karnataka,103.5,104.4,103.9,105.1,105.1,105.1,104.1,104.7,104.4,94.5,96.2,95.3,52.7,57.5,55
2021-22,Kerala,100.5,99.9,100.2,94.5,94.6,94.5,98.2,97.8,98,96.4,95.1,95.7,92,94.3,93.1
2021-22,Ladakh,400.1,261.1,306,163.2,78.9,115.7,279.8,190.3,223.6,159.2,112.1,134.9,111.8,73.5,92.5
2021-22,Lakshadweep,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-22,Madhya Pradesh,91,93.4,92.2,96.4,95.6,96,92.9,94.2,93.5,76.5,74.7,75.7,52.7,52.9,52.8
2021-22,Maharashtra,107.6,110.6,109,104.9,103.6,104.3,106.5,107.8,107.1,101.1,100.3,100.7,75.5,77.3,76.3
2021-22,Manipur,164.9,170.1,167.4,110.5,118,114.2,140.9,147,143.9,104.6,111.5,108,115.3,115.4,115.3
2021-22,Meghalaya,531.3,565.6,547.4,200.8,205.5,203.1,384.1,397.3,390.4,147.4,183.1,164.1,82.2,88.7,85.3
2021-22,Mizoram,1643.8,1758.1,1697.7,847.7,1005.3,913.1,1296.2,1471.2,1374.7,1421.8,710.4,964.1,143.6,172.3,156.6
2021-22,Nagaland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-22,Odisha,104,104.7,104.3,93.7,95.2,94.4,99.9,100.9,100.4,83.9,84,83.9,39,44,41.5
2021-22,Puducherry,79,81.5,80.2,76,76.3,76.1,77.9,79.5,78.6,78,78.7,78.4,64.5,70.1,67.3
2021-22,Punjab,112.7,111.3,112.1,107.5,108.8,108.1,110.7,110.4,110.6,96.4,94.9,95.7,80.5,85.2,82.7
2021-22,Rajasthan,109.2,114.8,111.8,103.8,102.2,103,107.2,110.2,108.6,82.7,79.9,81.4,73.8,71.1,72.5
2021-22,Sikkim,168.6,168.2,168.4,130,136.8,133.2,150.9,153.9,152.3,136.3,184.2,158.3,82.9,94.8,88.8
2021-22,Tamil Nadu,103.4,105.5,104.4,102.3,100.4,101.3,103,103.5,103.2,101.1,100,100.6,78.6,89.2,83.8
2021-22,Telangana,122.2,124.4,123.3,107.5,105.1,106.3,116.4,116.6,116.5,94.4,95.8,95.1,69.2,76.9,73
2021-22,Tripura,138.5,145.9,142.1,99.1,102.9,100.9,120.7,126.1,123.3,92.2,94.8,93.4,57.1,62.3,59.6
2021-22,Uttar Pradesh,117,123.3,120,108.9,113.8,111.2,114.3,120,117,74.1,71.3,72.8,52.9,51.6,52.3
2021-22,Uttarakhand,117.5,123.9,120.5,103.1,106.4,104.7,111.8,116.9,114.2,96.7,101.3,98.9,81.4,91.8,86.3
2021-22,West Bengal,125.8,125.7,125.8,109.5,108.2,108.8,119.4,118.7,119,98.1,104,101.1,63,76.3,69.6
