Year,State,Scheme,Spillover,Non-Recurring - Fresh,Recurring - Fresh,Total Fresh,Grand Total - Including Spillover and Reimbursement
2019-20,Andhra Pradesh,Secondary Education,,8151.06,47187.85,55338.91,55338.91
2019-20,Andhra Pradesh,Teacher Education,,299.6,1284.47,1584.07,1584.07
2019-20,Andhra Pradesh,Total,,27892.17,226982.18,254874.35,254874.35
2019-20,Arunachal Pradesh,Total,,2500.88,38501.29,41002.17,41002.17
2019-20,Arunachal Pradesh,Teacher Education,,120.0,1141.85,1261.85,1261.85
2019-20,Arunachal Pradesh,Secondary Education,,144.4,4357.46,4501.86,4501.86
2019-20,Arunachal Pradesh,Elementary Education,,2236.48,33001.98,35238.46,35238.46
2019-20,Assam,Teacher Education,,178.8,5223.87,5402.67,5402.67
2019-20,Assam,Secondary Education,,8951.11,17340.0,26291.11,26291.11
2019-20,Assam,Elementary Education,,13554.72,162586.38,176141.1,176141.1
2019-20,Assam,Total,,22684.63,185150.25,207834.88,207834.88
2019-20,Bihar,Total,,46447.54,686179.0,732626.54,732626.54
2019-20,Bihar,Elementary Education,,46412.29,668901.86,715314.15,715314.15
2019-20,Bihar,Secondary Education,,35.25,15841.13,15876.38,15876.38
2019-20,Bihar,Teacher Education,,0.0,1436.0,1436.0,1436.0
2019-20,Chandigarh,Total,,12.4,9642.49,9654.89,9654.89
2019-20,Chandigarh,Teacher Education,,6.4,26.65,33.05,33.05
2019-20,Chandigarh,Secondary Education,,0.0,650.06,650.06,650.06
2019-20,Chandigarh,Elementary Education,,6.0,8965.78,8971.78,8971.78
2019-20,Chhattisgarh,Teacher Education,,0.0,2350.44,2350.44,2350.44
2019-20,Chhattisgarh,Elementary Education,,2910.92,139510.81,142421.73,142421.73
2019-20,Chhattisgarh,Secondary Education,,6359.39,30899.66,37259.05,37259.05
2019-20,Chhattisgarh,Total,,9270.31,172760.91,182031.23,182031.23
2019-20,Dadra and Nagar Haveli,Secondary Education,,0.0,397.92,397.92,397.92
2019-20,Dadra and Nagar Haveli,Teacher Education,,0.0,0.0,0.0,0.0
2019-20,Dadra and Nagar Haveli,Total,,201.04,4481.36,4682.4,4682.4
2019-20,Dadra and Nagar Haveli,Elementary Education,,201.04,4083.44,4284.48,4284.48
2019-20,Daman and Diu,Elementary Education,,502.75,791.48,1294.23,1294.23
2019-20,Daman and Diu,Secondary Education,,0.0,179.44,179.44,179.44
2019-20,Daman and Diu,Teacher Education,,0.0,0.0,0.0,0.0
2019-20,Daman and Diu,Total,,502.75,970.93,1473.68,1473.68
2019-20,Delhi,Secondary Education,,0.0,16812.04,16812.04,16812.04
2019-20,Delhi,Elementary Education,,3022.5,36981.46,40003.96,40003.96
2019-20,Delhi,Total,,3022.5,56009.46,59031.96,59031.96
2019-20,Delhi,Teacher Education,,0.0,2215.95,2215.95,2215.95
2019-20,Goa,Teacher Education,,200.0,206.12,406.12,406.12
2019-20,Goa,Secondary Education,,644.6,1577.2,2221.8,2221.8
2019-20,Goa,Elementary Education,,125.58,2939.89,3065.47,3065.47
2019-20,Goa,Total,,970.18,4723.22,5693.39,5693.39
2019-20,Gujarat,Teacher Education,,0.0,4194.84,4194.84,4194.84
2019-20,Gujarat,Secondary Education,,2328.0,14858.72,17186.72,17186.72
2019-20,Gujarat,Elementary Education,,17736.85,258215.52,275952.37,275952.37
2019-20,Gujarat,Total,,20064.85,277269.08,297333.93,297333.93
2019-20,Haryana,Teacher Education,,6.4,4196.06,4202.46,4202.46
2019-20,Haryana,Secondary Education,,3677.88,49983.9,53661.78,53661.78
2019-20,Haryana,Total,,9065.78,120911.9,129977.68,129977.68
2019-20,Haryana,Elementary Education,,5381.5,66731.94,72113.44,72113.44
2019-20,Himachal Pradesh,Secondary Education,,352.0,21678.07,22030.07,22030.07
2019-20,Himachal Pradesh,Teacher Education,,278.63,2114.31,2392.94,2392.94
2019-20,Himachal Pradesh,Total,,2836.61,66040.32,68876.93,68876.93
2019-20,Himachal Pradesh,Elementary Education,,2205.98,42247.94,44453.92,44453.92
2019-20,Jammu and Kashmir,Total,,53653.45,164465.04,218118.48,218118.48
2019-20,Jammu and Kashmir,Teacher Education,,1145.3,2300.0,3445.3,3445.3
2019-20,Jammu and Kashmir,Secondary Education,,45636.78,24584.18,70220.96,70220.96
2019-20,Jammu and Kashmir,Elementary Education,,6871.37,137580.86,144452.22,144452.22
2019-20,Jharkhand,Teacher Education,,110.0,755.6,865.6,865.6
2019-20,Jharkhand,Total,,6489.54,209822.86,216312.4,216312.4
2019-20,Jharkhand,Secondary Education,,4941.13,9791.37,14732.49,14732.49
2019-20,Jharkhand,Elementary Education,,1438.41,199275.89,200714.3,200714.3
2019-20,Karnataka,Elementary Education,,12474.2,147330.48,159804.68,159804.68
2019-20,Karnataka,Secondary Education,,0.0,14725.04,14725.04,14725.04
2019-20,Karnataka,Teacher Education,,60.0,3732.58,3792.58,3792.58
2019-20,Karnataka,Total,,12534.2,165788.09,178322.29,178322.29
2019-20,Kerala,Elementary Education,,2384.36,59234.72,61619.07,61619.07
2019-20,Kerala,Secondary Education,,1505.7,11208.81,12714.51,12714.51
2019-20,Kerala,Teacher Education,,696.0,2763.23,3459.23,3459.23
2019-20,Kerala,Total,,4586.06,73206.75,77792.81,77792.81
2019-20,Lakshadweep,Secondary Education,,10.0,127.9,137.9,137.9
2019-20,Lakshadweep,Elementary Education,,16.8,511.12,527.92,527.92
2019-20,Lakshadweep,Total,,46.8,669.02,715.82,715.82
2019-20,Lakshadweep,Teacher Education,,20.0,30.0,50.0,50.0
2019-20,Madhya Pradesh,Total,,62541.08,501120.88,563661.96,563661.96
2019-20,Madhya Pradesh,Teacher Education,,368.4,3820.7,4189.1,4189.1
2019-20,Madhya Pradesh,Secondary Education,,33104.78,58795.35,91900.13,91900.13
2019-20,Madhya Pradesh,Elementary Education,,29067.9,438504.83,467572.73,467572.73
2019-20,Maharashtra,Elementary Education,,10380.24,200439.85,210820.09,210820.09
2019-20,Maharashtra,Secondary Education,,4003.93,33894.11,37898.04,37898.04
2019-20,Maharashtra,Teacher Education,,76.8,4343.82,4420.62,4420.62
2019-20,Maharashtra,Total,,14460.97,238677.78,253138.75,253138.75
2019-20,Manipur,Secondary Education,,8036.99,9376.94,17413.93,17413.93
2019-20,Manipur,Teacher Education,,436.73,1970.27,2407.0,2407.0
2019-20,Manipur,Total,,18710.24,29613.06,48323.3,48323.3
2019-20,Manipur,Elementary Education,,10236.52,18265.85,28502.37,28502.37
2019-20,Meghalaya,Elementary Education,,60.0,42014.61,42074.61,42074.61
2019-20,Meghalaya,Secondary Education,,1012.6,2211.66,3224.26,3224.26
2019-20,Meghalaya,Teacher Education,,0.0,1172.51,1172.51,1172.51
2019-20,Meghalaya,Total,,1072.6,45398.79,46471.39,46471.39
2019-20,Mizoram,Elementary Education,,2304.14,12469.69,14773.84,14773.84
2019-20,Mizoram,Secondary Education,,1825.35,3062.48,4887.83,4887.83
2019-20,Mizoram,Teacher Education,,1875.32,1888.52,3763.84,3763.84
2019-20,Mizoram,Total,,6004.81,17420.69,23425.51,23425.51
2019-20,Nagaland,Total,,3941.41,20014.07,23955.48,23955.48
2019-20,Nagaland,Secondary Education,,1815.56,4239.35,6054.91,6054.91
2019-20,Nagaland,Elementary Education,,8.25,13244.12,13252.37,13252.37
2019-20,Nagaland,Teacher Education,,2117.6,2530.6,4648.2,4648.2
2019-20,Odisha,Elementary Education,,30225.55,332429.2,362654.75,362654.75
2019-20,Odisha,Secondary Education,,8907.51,23638.09,32545.6,32545.6
2019-20,Odisha,Total,,39319.86,359398.31,398718.17,398718.17
2019-20,Odisha,Teacher Education,,186.8,3331.02,3517.82,3517.82
2019-20,Puducherry,Total,,298.18,2485.3,2783.48,2783.48
2019-20,Puducherry,Teacher Education,,6.4,142.67,149.07,149.07
2019-20,Puducherry,Secondary Education,,89.63,745.33,834.96,834.96
2019-20,Puducherry,Elementary Education,,202.15,1597.3,1799.45,1799.45
2019-20,Punjab,Total,,5418.35,99988.51,105406.86,105406.86
2019-20,Punjab,Teacher Education,,0.0,1940.3,1940.3,1940.3
2019-20,Punjab,Secondary Education,,1336.89,20615.28,21952.18,21952.18
2019-20,Punjab,Elementary Education,,4081.46,77432.92,81514.38,81514.38
2019-20,Rajasthan,Total,,55206.59,448562.12,503768.7,503768.7
2019-20,Rajasthan,Teacher Education,,140.8,6515.72,6656.52,6656.52
2019-20,Rajasthan,Secondary Education,,22640.65,63676.7,86317.35,86317.35
2019-20,Rajasthan,Elementary Education,,32425.14,378369.69,410794.83,410794.83
2019-20,Sikkim,Secondary Education,,212.9,3600.61,3813.51,3813.51
2019-20,Sikkim,Teacher Education,,0.0,630.21,630.21,630.21
2019-20,Sikkim,Total,,529.6,10297.37,10826.97,10826.97
2019-20,Sikkim,Elementary Education,,316.7,6066.54,6383.24,6383.24
2019-20,Tamil Nadu,Total,,20506.52,296616.89,317123.41,317123.41
2019-20,Tamil Nadu,Teacher Education,,607.3,6687.74,7295.04,7295.04
2019-20,Tamil Nadu,Secondary Education,,9554.07,66523.47,76077.54,76077.54
2019-20,Tamil Nadu,Elementary Education,,10345.15,223405.69,233750.84,233750.84
2019-20,Telangana,Total,,35732.08,171879.1,207611.18,207611.18
2019-20,Telangana,Teacher Education,,47.5,1710.35,1757.85,1757.85
2019-20,Telangana,Secondary Education,,6732.54,34321.83,41054.37,41054.37
2019-20,Telangana,Elementary Education,,28952.04,135846.92,164798.96,164798.96
2019-20,Tripura,Elementary Education,,4744.1,21840.68,26584.78,26584.78
2019-20,Tripura,Teacher Education,,753.0,638.26,1391.26,1391.26
2019-20,Tripura,Secondary Education,,3201.92,3826.47,7028.39,7028.39
2019-20,Tripura,Total,,8699.02,26305.41,35004.43,35004.43
2019-20,Uttar Pradesh,Secondary Education,,4318.86,7766.87,12085.73,12085.73
2019-20,Uttar Pradesh,Teacher Education,,2015.0,9687.1,11702.1,11702.1
2019-20,Uttar Pradesh,Total,,91344.71,831563.05,922907.76,922907.76
2019-20,Uttar Pradesh,Elementary Education,,85010.85,814109.08,899119.92,899119.92
2019-20,Uttarakhand,Secondary Education,,4531.62,9064.08,13595.7,13595.7
2019-20,Uttarakhand,Elementary Education,,5518.21,53235.52,58753.74,58753.74
2019-20,Uttarakhand,Total,,10241.81,65039.15,75280.96,75280.96
2019-20,Uttarakhand,Teacher Education,,191.97,2739.55,2931.52,2931.52
2019-20,West Bengal,Teacher Education,,20.0,1384.73,1404.73,1404.73
2019-20,West Bengal,Secondary Education,,14859.85,27309.86,42169.71,42169.71
2019-20,West Bengal,Elementary Education,,11482.24,369792.62,381274.86,381274.86
2019-20,West Bengal,Total,,26362.09,398487.21,424849.29,424849.29
2018-19,Andaman and Nicobar Islands,Total,,382.24,3228.39,3610.63,3610.63
2018-19,Andaman and Nicobar Islands,Elementary Education,,191.82,2127.86,2319.68,2319.68
2018-19,Andaman and Nicobar Islands,Secondary Education,,177.62,1031.35,1208.97,1208.97
2018-19,Andaman and Nicobar Islands,Teacher Education,,12.8,69.18,81.98,81.98
2018-19,Andhra Pradesh,Elementary Education,,4008.0,165382.74,169390.74,169390.74
2018-19,Andhra Pradesh,Secondary Education,,3481.0,17865.18,21346.18,21346.18
2018-19,Andhra Pradesh,Teacher Education,,187.6,1792.49,1980.09,1980.09
2018-19,Andhra Pradesh,Total,,7676.6,185040.4,192717.0,192717.0
2018-19,Arunachal Pradesh,Elementary Education,,964.9,33063.67,34028.57,34028.57
2018-19,Arunachal Pradesh,Secondary Education,,963.89,4209.28,5173.17,5173.17
2018-19,Arunachal Pradesh,Teacher Education,,554.8,1283.82,1838.62,1838.62
2018-19,Arunachal Pradesh,Total,,2483.59,38556.77,41040.36,41040.36
2018-19,Assam,Teacher Education,,422.35,4380.04,4802.39,4802.39
2018-19,Assam,Total,,5488.06,174993.55,180481.61,180481.61
2018-19,Assam,Secondary Education,,2272.92,10912.62,13185.54,13185.54
2018-19,Assam,Elementary Education,,2792.8,159700.89,162493.68,162493.68
2018-19,Bihar,Elementary Education,,6633.3,697935.93,704569.23,704569.23
2018-19,Bihar,Secondary Education,,0.0,12414.82,12414.82,12414.82
2018-19,Bihar,Teacher Education,,241.8,2054.62,2296.42,2296.42
2018-19,Bihar,Total,,6875.1,712405.37,719280.47,719280.47
2018-19,Chandigarh,Total,,34.0,9802.5,9836.5,9836.5
2018-19,Chandigarh,Teacher Education,,2.0,38.0,40.0,40.0
2018-19,Chandigarh,Secondary Education,,25.6,1088.14,1113.74,1113.74
2018-19,Chandigarh,Elementary Education,,6.4,8676.36,8682.76,8682.76
2018-19,Chhattisgarh,Total,,20385.54,193404.73,213790.27,213790.27
2018-19,Chhattisgarh,Elementary Education,,4336.43,146963.27,151299.7,151299.7
2018-19,Chhattisgarh,Secondary Education,,15255.22,43888.12,59143.34,59143.34
2018-19,Chhattisgarh,Teacher Education,,793.89,2553.35,3347.24,3347.24
2018-19,Delhi,Total,,3474.2,35897.15,39371.35,39371.35
2018-19,Delhi,Elementary Education,,348.0,22137.98,22485.98,22485.98
2018-19,Delhi,Secondary Education,,2961.0,11612.62,14573.62,14573.62
2018-19,Delhi,Teacher Education,,165.2,2146.54,2311.74,2311.74
2018-19,Goa,Elementary Education,,131.75,2521.08,2652.83,2652.83
2018-19,Goa,Secondary Education,,0.0,1135.55,1135.55,1135.55
2018-19,Goa,Teacher Education,,66.4,262.4,328.8,328.8
2018-19,Goa,Total,,198.15,3919.03,4117.18,4117.18
2018-19,Gujarat,Secondary Education,,11069.24,10776.42,21845.66,21845.66
2018-19,Gujarat,Teacher Education,,2499.0,4826.29,7325.29,7325.29
2018-19,Gujarat,Elementary Education,,12740.04,128047.7,140787.75,140787.75
2018-19,Gujarat,Total,,26308.28,143650.41,169958.7,169958.7
2018-19,Haryana,Elementary Education,,6794.89,56207.58,63002.47,63002.47
2018-19,Haryana,Secondary Education,,2325.32,50820.0,53145.32,53145.32
2018-19,Haryana,Teacher Education,,456.66,4232.04,4688.69,4688.69
2018-19,Haryana,Total,,9576.87,111259.62,120836.48,120836.48
2018-19,Himachal Pradesh,Teacher Education,,359.17,2380.95,2740.12,2740.12
2018-19,Himachal Pradesh,Elementary Education,,2118.86,35704.72,37823.58,37823.58
2018-19,Himachal Pradesh,Secondary Education,,1595.72,22310.98,23906.7,23906.7
2018-19,Himachal Pradesh,Total,,4073.75,60396.64,64470.39,64470.39
2018-19,Jammu and Kashmir,Total,,32390.62,166857.04,199247.66,199247.66
2018-19,Jammu and Kashmir,Teacher Education,,178.1,3182.94,3361.04,3361.04
2018-19,Jammu and Kashmir,Secondary Education,,22563.28,23152.23,45715.51,45715.51
2018-19,Jammu and Kashmir,Elementary Education,,9649.24,140521.87,150171.12,150171.12
2018-19,Jharkhand,Elementary Education,,3640.61,132207.4,135848.01,135848.01
2018-19,Jharkhand,Total,,9212.0,140296.93,149508.94,149508.94
2018-19,Jharkhand,Secondary Education,,4538.92,7385.53,11924.45,11924.45
2018-19,Jharkhand,Teacher Education,,1032.47,704.0,1736.47,1736.47
2018-19,Karnataka,Teacher Education,,275.4,4807.77,5083.17,5083.17
2018-19,Karnataka,Elementary Education,,4137.4,143280.02,147417.42,147417.42
2018-19,Karnataka,Total,,7837.84,160153.29,167991.13,167991.13
2018-19,Karnataka,Secondary Education,,3425.04,12065.5,15490.54,15490.54
2018-19,Kerala,Elementary Education,,2397.57,58569.77,60967.34,60967.34
2018-19,Kerala,Total,,2397.57,71595.49,73993.06,73993.06
2018-19,Kerala,Teacher Education,,0.0,3214.4,3214.4,3214.4
2018-19,Kerala,Secondary Education,,0.0,9811.32,9811.32,9811.32
2018-19,Lakshadweep,Elementary Education,,135.15,403.08,538.23,538.23
2018-19,Lakshadweep,Total,,141.55,493.12,634.67,634.67
2018-19,Lakshadweep,Teacher Education,,6.4,10.79,17.19,17.19
2018-19,Lakshadweep,Secondary Education,,0.0,79.24,79.24,79.24
2018-19,Madhya Pradesh,Elementary Education,,20325.2,378970.02,399295.22,399295.22
2018-19,Madhya Pradesh,Total,,21771.4,426510.04,448281.45,448281.45
2018-19,Madhya Pradesh,Teacher Education,,278.8,3754.2,4033.0,4033.0
2018-19,Madhya Pradesh,Secondary Education,,1167.4,43785.83,44953.23,44953.23
2018-19,Maharashtra,Total,,2424.42,190697.22,193121.64,193121.64
2018-19,Maharashtra,Elementary Education,,1897.0,169878.01,171775.01,171775.01
2018-19,Maharashtra,Secondary Education,,0.0,16091.25,16091.25,16091.25
2018-19,Maharashtra,Teacher Education,,527.42,4727.97,5255.39,5255.39
2018-19,Manipur,Secondary Education,,1706.52,5353.44,7059.96,7059.96
2018-19,Manipur,Teacher Education,,810.81,1858.78,2669.59,2669.59
2018-19,Manipur,Total,,3145.75,22072.85,25218.6,25218.6
2018-19,Manipur,Elementary Education,,628.42,14860.63,15489.05,15489.05
2018-19,Meghalaya,Secondary Education,,1196.27,1831.63,3027.9,3027.9
2018-19,Meghalaya,Teacher Education,,176.2,1104.22,1280.42,1280.42
2018-19,Meghalaya,Total,,1769.38,43334.97,45104.35,45104.35
2018-19,Meghalaya,Elementary Education,,396.91,40399.13,40796.04,40796.04
2018-19,Mizoram,Total,,2583.43,17301.55,19884.98,19884.98
2018-19,Mizoram,Teacher Education,,643.21,1986.38,2629.59,2629.59
2018-19,Mizoram,Secondary Education,,1396.66,2864.41,4261.07,4261.07
2018-19,Mizoram,Elementary Education,,543.56,12450.76,12994.32,12994.32
2018-19,Nagaland,Elementary Education,,88.0,12373.47,12461.47,12461.47
2018-19,Nagaland,Secondary Education,,752.18,3640.96,4393.14,4393.14
2018-19,Nagaland,Teacher Education,,361.6,2102.92,2464.52,2464.52
2018-19,Nagaland,Total,,1201.78,18117.35,19319.13,19319.13
2018-19,Odisha,Secondary Education,,2292.52,31174.17,33466.69,33466.69
2018-19,Odisha,Teacher Education,,308.2,3859.78,4167.98,4167.98
2018-19,Odisha,Total,,23230.48,340234.84,363465.32,363465.32
2018-19,Odisha,Elementary Education,,20629.76,305200.89,325830.65,325830.65
2018-19,Puducherry,Elementary Education,,206.87,1383.33,1590.2,1590.2
2018-19,Puducherry,Secondary Education,,79.86,601.65,681.51,681.51
2018-19,Puducherry,Teacher Education,,376.4,175.19,551.59,551.59
2018-19,Puducherry,Total,,663.13,2160.17,2823.3,2823.3
2018-19,Punjab,Secondary Education,,3964.0,20305.07,24269.07,24269.07
2018-19,Punjab,Elementary Education,,503.8,61071.32,61575.12,61575.12
2018-19,Punjab,Total,,6993.19,83068.5,90061.69,90061.69
2018-19,Punjab,Teacher Education,,2525.39,1692.1,4217.49,4217.49
2018-19,Rajasthan,Total,,103839.18,438875.72,542714.9,542714.9
2018-19,Rajasthan,Secondary Education,,71731.02,59495.36,131226.38,131226.38
2018-19,Rajasthan,Elementary Education,,31095.65,372319.53,403415.18,403415.18
2018-19,Rajasthan,Teacher Education,,1012.51,7060.83,8073.34,8073.34
2018-19,Sikkim,Total,,2132.88,10357.83,12490.71,12490.71
2018-19,Sikkim,Secondary Education,,740.13,4047.92,4788.05,4788.05
2018-19,Sikkim,Elementary Education,,1033.82,5528.34,6562.15,6562.15
2018-19,Sikkim,Teacher Education,,358.93,781.58,1140.51,1140.51
2018-19,Tamil Nadu,Total,,4317.58,241949.8,246267.38,246267.38
2018-19,Tamil Nadu,Teacher Education,,378.4,5873.89,6252.29,6252.29
2018-19,Tamil Nadu,Secondary Education,,2283.4,45443.58,47726.98,47726.98
2018-19,Tamil Nadu,Elementary Education,,1655.78,190632.34,192288.12,192288.12
2018-19,Telangana,Elementary Education,,8136.71,121100.04,129236.75,129236.75
2018-19,Telangana,Secondary Education,,108.5,24837.05,24945.55,24945.55
2018-19,Telangana,Total,,9845.21,146874.64,156719.85,156719.85
2018-19,Telangana,Teacher Education,,1600.0,937.55,2537.55,2537.55
2018-19,Tripura,Elementary Education,,477.99,22945.19,23423.18,23423.18
2018-19,Tripura,Secondary Education,,1440.16,2542.57,3982.72,3982.72
2018-19,Tripura,Total,,2458.14,26280.77,28738.91,28738.91
2018-19,Tripura,Teacher Education,,540.0,793.01,1333.01,1333.01
2018-19,Uttar Pradesh,Elementary Education,,33350.3,834817.41,868167.72,868167.72
2018-19,Uttar Pradesh,Secondary Education,,2672.25,22967.12,25639.37,25639.37
2018-19,Uttar Pradesh,Teacher Education,,9889.42,9504.02,19393.45,19393.45
2018-19,Uttar Pradesh,Total,,45911.97,867288.55,913200.53,913200.53
2018-19,Uttarakhand,Secondary Education,,4158.11,12529.14,16687.26,16687.26
2018-19,Uttarakhand,Teacher Education,,4931.91,3198.76,8130.67,8130.67
2018-19,Uttarakhand,Elementary Education,,4936.16,53331.57,58267.73,58267.73
2018-19,Uttarakhand,Total,,14026.19,69059.47,83085.66,83085.66
2018-19,West Bengal,Teacher Education,,780.84,1449.34,2230.18,2230.18
2018-19,West Bengal,Total,,1354.21,366027.78,367381.99,367381.99
2018-19,West Bengal,Elementary Education,,193.38,343863.52,344056.9,344056.9
2018-19,West Bengal,Secondary Education,,380.0,20714.92,21094.92,21094.92
