District;State;Central Government Schools;District ID;Female Gender;General Social Group;Government Aided Schools;Government Schools;Grade;Male Gender;OBC Social Group;Private School;Rural Location;SC Social Group;ST Social Group;State ID;Total Schools;Total Students;Total Teachers;Transgender;Urban Location
West A;Delhi;2.0618556;715;41.494846;77.23036;20.618557;40.335052;Grade 8;58.505154;5.9920106;36.984535;0;12.117177;0.66577893;7;57;1543;213;0;100
West B;Delhi;8.226951;716;48.22695;74.14051;8.085107;41.418438;Grade 8;51.77305;12.556054;42.269505;2.1276596;8.96861;0.896861;7;56;1402;219;0;97.87234
South West A;Delhi;17.462166;717;48.428406;73.15036;19.208382;34.34226;Grade 8;51.571594;10.501193;28.987194;0;12.291169;2.3866348;7;67;1710;253;0;100
South West B;Delhi;12.222222;718;50.27933;69.565216;0;42.916668;Grade 8;49.72067;15.292354;44.86111;7.0833335;9.295352;1.4992504;7;51;1434;204;0;92.916664
South;Delhi;4.341534;719;53.11143;76.047905;6.6570187;44.7178;Grade 8;46.88857;10.329341;44.283646;0;10.628742;0.5988024;7;50;1373;193;0;100
New Delhi;Delhi;8.241758;720;48.214287;69.01173;30.631868;36.813187;Grade 8;51.785713;10.720268;24.313187;0;17.085426;2.1775544;7;55;1445;216;0;100
Central;Delhi;0;721;54.131737;73.18932;32.29665;36.24402;Grade 8;45.868263;5.717916;31.45933;0;17.407879;1.1435832;7;62;1664;245;0;100
South East;Delhi;7.388535;722;48.53503;72.565155;17.834394;36.56051;Grade 8;51.46497;10.013718;38.21656;0;11.796982;2.0576131;7;62;1559;247;0;100
Ganganagar;Rajasthan;17.73779;801;47.30077;19.121447;0;43.573265;Grade 8;52.69923;43.152454;38.688946;79.82005;36.56331;0.64599484;8;74;1534;287;0;20.179949
Hanumangarh;Rajasthan;4.277286;802;48.967552;10.914454;0;52.80236;Grade 8;51.032448;53.24484;42.920353;70.79646;33.62832;2.2123895;8;59;1335;225;0;29.203539
Bikaner;Rajasthan;9.289618;803;51.775955;28.532236;0;47.81421;Grade 8;48.224045;53.08642;42.896175;78.55191;18.106997;0.2743484;8;59;1450;230;0;21.448088
Churu;Rajasthan;4.0540543;804;52.972973;16.91475;0;50.945946;Grade 8;47.027027;56.833557;45;71.75676;24.898512;1.3531799;8;61;1471;236;0;28.243244
Jhunjhunu;Rajasthan;8.141112;805;51.28901;14.68144;0;52.781548;Grade 8;48.71099;65.789474;39.07734;78.29037;17.03601;2.3545706;8;69;1449;270;0;21.709633
Alwar;Rajasthan;8.510638;806;48.93617;10.962963;0;49.078014;Grade 8;51.06383;55.25926;42.411346;84.39716;24.148148;9.333333;8;63;1395;242;0;15.602837
Bharatpur;Rajasthan;5.897772;807;45.478374;10.198675;0;50.58978;Grade 8;54.521626;64.23841;43.51245;80.34076;22.384106;3.0463576;8;63;1511;247;0;19.65924
Dhaulpur;Rajasthan;4.322767;808;49.855907;22.533136;0;50.720463;Grade 8;50.144093;51.251842;44.95677;58.645535;20.176731;5.891016;8;56;1379;220;0;41.354465
Karauli;Rajasthan;6.2761507;809;48.117153;10.393258;0;50.767086;Grade 8;51.882847;42.977528;42.956764;81.72943;25;21.629213;8;59;1419;232;0;18.270573
Sawai Madhopur;Rajasthan;8.333333;810;48.333332;11.598303;0;53.47222;Grade 8;51.666668;42.998585;38.194443;79.72222;21.216408;23.903818;8;63;1421;235;0;20.277779
Dausa;Rajasthan;6.140351;811;50.292397;9.530792;0;50.1462;Grade 8;49.707603;41.202347;43.71345;86.988304;21.407625;27.859238;8;60;1348;238;0;13.011696
Jaipur;Rajasthan;15.863689;812;48.061104;27.99043;0;47.47356;Grade 8;51.938896;42.105263;36.66275;49.353703;21.770334;7.6555023;8;68;1687;258;0;50.646297
Sikar;Rajasthan;3.8610039;813;55.025772;17.795485;0;56.628056;Grade 8;44.974228;59.096947;39.51094;74.25997;18.7251;4.38247;8;66;1542;259;0;25.740026
Nagaur;Rajasthan;3.963012;814;52.69542;10.945946;0;53.764862;Grade 8;47.30458;65.13513;42.272125;76.75033;23.378378;0.5405405;8;64;1504;252;0;23.24967
Jodhpur;Rajasthan;14.631043;815;48.346054;27.706186;0;45.038166;Grade 8;51.653946;52.061855;40.330788;67.04835;17.268042;2.8350515;8;62;1563;238;0;32.951653
Jaisalmer;Rajasthan;9.205021;816;47.108604;34.893616;0;52.440723;Grade 8;52.891396;42.411346;38.354256;73.08229;17.730497;4.964539;8;61;1416;230;0;26.917713
Barmer;Rajasthan;8.174387;817;45.095367;15.731874;0;49.72752;Grade 8;54.76839;64.97948;42.09809;93.73297;16.963064;2.3255813;8;62;1455;239;0.13623978;6.26703
Jalor;Rajasthan;6.4194007;818;47.931526;20;0;47.78887;Grade 8;52.068474;55.42857;45.791725;88.58773;20;4.285714;8;59;1382;226;0;11.412269
Sirohi;Rajasthan;7.3099413;819;39.327484;22.814816;0;49.561405;Grade 8;60.672516;37.62963;43.128654;70.17544;18.962963;20.592592;8;54;1357;214;0;29.824562
Pali;Rajasthan;2.1770682;820;45.34884;14.723032;0;51.088535;Grade 8;54.65116;56.997086;46.734398;72.859215;17.638483;10.495626;8;63;1358;244;0;27.140783
Ajmer;Rajasthan;13.409415;821;48.359486;17.68116;0;47.075607;Grade 8;51.640514;63.913044;39.51498;64.05135;15.797101;2.6086957;8;60;1385;240;0;35.948647
Tonk;Rajasthan;7.9365077;822;46.693123;9.594595;0;52.38095;Grade 8;53.306877;55.81081;39.68254;69.17989;23.108109;11.351352;8;72;1491;279;0;30.820107
Bundi;Rajasthan;4.2918453;823;47.2103;12.787356;0;51.93133;Grade 8;52.7897;54.310345;43.776825;69.5279;17.95977;14.942529;8;70;1375;261;0;30.472103
Bhilwara;Rajasthan;4.2613635;824;48.863636;26.415094;0;52.55682;Grade 8;50.99432;55.732944;43.18182;63.352272;12.626996;5.2249637;8;63;1387;242;0.14204545;36.647728
Rajsamand;Rajasthan;4.4510384;825;45.845695;23.53823;0;51.038574;Grade 8;54.154305;51.42429;44.510387;81.89911;15.292354;9.745128;8;65;1330;235;0;18.100891
Udaipur;Rajasthan;6.818182;826;45.757576;21.85129;0;51.515152;Grade 8;54.242424;23.216995;41.666668;73.181816;6.676783;48.254932;8;56;1314;215;0;26.818182
Dungarpur;Rajasthan;4.538578;827;51.5885;16.25767;0;52.344933;Grade 8;48.4115;18.404907;43.11649;85.77912;4.601227;60.429447;8;54;1312;211;0;14.220878
Banswara;Rajasthan;8.708273;828;44.70247;13.372957;0;47.31495;Grade 8;55.29753;16.196136;43.976776;89.69521;4.011887;66.27043;8;54;1371;219;0;10.30479
Chittaurgarh;Rajasthan;3.9421813;829;51.51117;25.099075;0;51.905388;Grade 8;48.48883;53.10436;44.15243;62.943497;14.266843;7.397622;8;71;1507;270;0;37.056503
Kota;Rajasthan;6.322581;830;51.870968;19.816273;0;50.967743;Grade 8;48.129032;42.782154;42.70968;34.322582;27.559055;9.711287;8;66;1530;252;0;65.67742
Baran;Rajasthan;12.027972;831;46.573425;13.314447;0;51.04895;Grade 8;53.426575;44.617565;36.923077;73.006996;15.29745;26.770538;8;63;1418;242;0;26.993008
Jhalawar;Rajasthan;4.2432814;832;45.685997;15.177305;0;53.889675;Grade 8;54.314003;58.581562;41.867043;76.52051;15.177305;10.921986;8;63;1390;243;0;23.47949
Pratapgarh (Raj.);Rajasthan;2.4232633;833;45.88045;10.82391;0;55.573505;Grade 8;54.11955;25.040388;42.00323;78.35218;10.016155;54.11955;8;55;1220;214;0;21.64782
Saharanpur;Uttar Pradesh;2.087912;901;55.005623;16;35.164837;35.824177;Grade 8;44.994377;45.142857;26.923077;64.50549;36.57143;1.8285714;9;76;1799;283;0;35.494507
Muzaffarnagar;Uttar Pradesh;3.0643513;902;54.153847;22.655426;32.890705;32.58427;Grade 8;45.846153;57.11275;31.460674;67.92645;19.810328;0.4214963;9;75;1948;277;0;32.073544
Bijnor;Uttar Pradesh;1.6429354;903;55.077263;16.478556;33.406353;40.525738;Grade 8;44.922737;58.352146;24.424973;82.69441;23.814898;1.1286682;9;75;1811;268;0;17.305586
Moradabad;Uttar Pradesh;3.1217482;904;54.526535;24.757805;33.402706;33.09053;Grade 8;45.473465;55.75888;30.385015;68.78252;19.160387;0.3229279;9;74;1902;273;0;31.217482
Rampur;Uttar Pradesh;3.1215162;905;57.07915;26.176807;30.880714;38.015606;Grade 8;42.92085;52.698048;27.982162;77.81494;20.20666;0.6888634;9;75;1767;263;0;22.18506
Jyotiba Phule Nagar (Amroha);Uttar Pradesh;1.6666666;906;52.333332;19.358534;34.333332;38.77778;Grade 8;47.666668;52.462772;25.222221;84;27.147766;1.0309278;9;78;1788;297;0;16
Meerut;Uttar Pradesh;6.1099796;907;48.37067;24.894514;32.382893;35.845215;Grade 8;51.62933;46.518986;25.661915;69.7556;27.953587;0.5274262;9;81;1947;311;0;30.2444
Baghpat;Uttar Pradesh;3.194888;908;52.183174;12.979684;33.865814;32.26837;Grade 8;47.816826;69.18736;30.670927;93.82322;17.155756;0.11286682;9;74;1858;262;0;6.176784
Ghaziabad;Uttar Pradesh;9.003832;909;50.095787;35.420742;30.45977;29.980843;Grade 8;49.904213;42.074364;30.555555;56.03448;21.330725;0.6849315;9;78;2077;292;0;43.96552
Gautam Buddha Nagar;Uttar Pradesh;5.9880238;910;51.197605;32.36815;31.037924;30.838324;Grade 8;48.802395;43.226475;32.135727;82.03593;22.440538;1.6546018;9;74;1990;271;0;17.964071
Bulandshahr;Uttar Pradesh;3.144654;911;50.10504;27.222832;33.438156;33.6478;Grade 8;49.89496;45.993412;29.769392;72.64151;24.149286;1.5367727;9;77;1892;288;0;27.35849
Aligarh;Uttar Pradesh;2.9880478;912;48.00797;23.8;32.270916;32.071712;Grade 8;51.99203;48.1;32.669323;83.66534;27.8;0.2;9;77;2001;287;0;16.334661
Hathras;Uttar Pradesh;3.2502708;913;51.462624;24.58287;33.152763;31.63597;Grade 8;48.429035;41.935482;31.960997;77.2481;33.03671;0.4449388;9;74;1827;255;0.108342364;22.751896
Mathura;Uttar Pradesh;6.079027;914;54.204662;29.381443;29.989868;33.941235;Grade 8;45.795338;49.690723;29.989868;84.295845;20.309278;0.41237113;9;80;1960;302;0;15.704154
Agra;Uttar Pradesh;7.9197464;915;54.804646;24.498886;32.312565;34.107708;Grade 8;45.195354;41.536747;25.659979;59.97888;32.293987;0.77951;9;81;1874;290;0;40.02112
Firozabad;Uttar Pradesh;3.1487513;916;52.985886;13.203215;33.116177;35.28773;Grade 8;47.014114;57.29047;28.44734;74.2671;28.932262;0.3444317;9;79;1822;257;0;25.732899
Etah;Uttar Pradesh;3.4762456;917;51.79606;12.605042;36.03708;33.37196;Grade 8;48.20394;69.14766;27.114716;84.70452;17.887156;0.36014405;9;82;1699;263;0;15.295481
Mainpuri;Uttar Pradesh;3.1088083;918;54.404144;11.612904;36.476685;34.6114;Grade 8;45.595856;63.44086;25.803108;81.03627;24.731182;0.10752688;9;79;1904;278;0;18.96373
Budaun;Uttar Pradesh;1.6146394;919;53.023758;20.584927;34.553284;36.38321;Grade 8;46.976242;59.505062;27.44887;83.96125;18.672667;0.56242967;9;70;1845;236;0;16.038752
Bareilly;Uttar Pradesh;10.845771;920;46.840523;18.971062;30.74627;30.945274;Grade 8;53.159477;61.736336;27.462687;66.96517;17.256163;0.21436228;9;79;2005;282;0;33.034824
Pilibhit;Uttar Pradesh;3.4207525;921;49.25373;20.167065;33.295326;40.36488;Grade 8;50.74627;66.10979;22.919043;73.77423;13.245824;0.23866348;9;71;1731;230;0;26.225769
Shahjahanpur;Uttar Pradesh;6.6740823;922;49.944008;28.817451;32.81424;32.81424;Grade 8;50.055992;56.142365;27.697441;73.4149;14.580941;0.45924225;9;72;1785;247;0;26.585094
Kheri;Uttar Pradesh;4.591837;923;49.89796;23.406479;32.65306;36.42857;Grade 8;50.10204;51.41066;26.32653;70.5102;20.689655;4.388715;9;72;1948;251;0;29.489796
Sitapur;Uttar Pradesh;3.006012;924;45.39078;16.565657;31.462925;33.567135;Grade 8;54.60922;49.090908;31.963928;86.57314;31.313131;1.919192;9;72;1982;254;0;13.426854
Hardoi;Uttar Pradesh;3.2051282;925;51.81624;19.585253;34.081196;33.226494;Grade 8;48.076923;53.341015;29.487179;94.33761;25.806452;1.0368663;9;71;1868;263;0.10683761;5.662393
Unnao;Uttar Pradesh;3.3519554;926;53.854748;17.832956;32.73743;34.078213;Grade 8;46.145252;50.112865;29.832403;85.13966;31.376976;0.45146728;9;72;1768;264;0;14.860335
Lucknow;Uttar Pradesh;15.31191;927;49.62193;31.29845;29.017014;29.584122;Grade 8;50.37807;39.631783;26.086956;48.109642;27.61628;0.5813953;9;81;2099;284;0;51.890358
Rae Bareli;Uttar Pradesh;4.4422507;928;48.963474;15.741675;33.26752;34.15597;Grade 8;51.036526;46.821392;28.134254;89.73347;37.235115;0.20181635;9;74;2019;258;0;10.266535
Farrukhabad;Uttar Pradesh;3.5842295;929;53.892216;26.193548;31.899641;43.48865;Grade 8;46.107784;58.70968;21.02748;80.52569;13.935484;1.1612903;9;74;1651;237;0;19.474314
Kannauj;Uttar Pradesh;1.7361112;930;53.125;16.129032;33.564816;36.574074;Grade 8;46.875;58.78136;28.125;89.12037;24.014338;0.47789726;9;73;1718;261;0;10.87963
Etawah;Uttar Pradesh;3.3296337;931;55.049946;14.301676;33.6293;34.62819;Grade 8;44.950054;58.77095;28.412874;85.34961;25.921787;0.7821229;9;83;1777;290;0;14.650389
Auraiya;Uttar Pradesh;2.8089888;932;50.509624;14.149821;27.865168;36.741573;Grade 8;49.490376;50.653984;32.58427;93.03371;34.12604;0.59453034;9;79;1761;279;0;6.966292
Kanpur Dehat;Uttar Pradesh;3.4965036;933;51.631702;18.382353;31.934732;42.540794;Grade 8;48.368298;48.406864;22.027971;92.42424;31.25;0.49019608;9;79;1696;249;0;7.5757575
Kanpur Nagar;Uttar Pradesh;12.523191;934;54.76865;28.629442;28.849722;32.560295;Grade 8;45.13692;43.14721;26.06679;53.80334;25.68528;0.7106599;9;87;2130;310;0.0944287;46.19666
Jalaun;Uttar Pradesh;1.7381228;935;49.246815;17.496962;34.183083;33.256084;Grade 8;50.753185;49.574726;30.822712;68.71379;32.320778;0.24301337;9;80;1696;267;0;31.286211
Jhansi;Uttar Pradesh;7.9959517;936;51.012146;11.929461;32.186234;29.757086;Grade 8;48.987854;52.697094;30.060728;62.753036;33.71369;1.2448133;9;78;1954;292;0;37.246964
Lalitpur;Uttar Pradesh;5.263158;937;44.221104;19.612904;11.904762;43.23308;Grade 8;55.653267;60.64516;39.599;68.9223;17.548388;1.8064516;9;59;1586;200;0.12562814;31.077694
Hamirpur (U.P.);Uttar Pradesh;1.6465423;938;49.2865;18.60203;34.13831;32.491768;Grade 8;50.7135;57.72266;31.723381;63.55653;23.111612;0.33821872;9;73;1805;272;0;36.44347
Mahoba;Uttar Pradesh;3.488372;939;45.13482;14.475271;29.186047;35.581394;Grade 8;54.86518;56.574184;31.744186;78.139534;28.468033;0.48250905;9;68;1699;229;0;21.860466
Banda;Uttar Pradesh;3.3519554;940;47.65101;21.505377;30.94972;34.97207;Grade 8;52.34899;54.599762;30.726257;74.41341;23.655914;0.119474314;9;68;1778;236;0;25.586592
Chitrakoot;Uttar Pradesh;3.4168565;941;47.260273;21.478872;31.66287;34.396355;Grade 8;52.739727;52.934273;30.523918;80.75171;24.88263;0.58685446;9;70;1746;235;0;19.248291
Fatehpur;Uttar Pradesh;1.6538037;942;53.82908;18.706697;32.194046;36.60419;Grade 8;46.17092;47.113163;29.54796;94.266815;33.60277;0;9;74;1800;275;0;5.7331862
Pratapgarh;Uttar Pradesh;1.9404916;943;53.298836;16.784203;36.739975;38.033634;Grade 8;46.701164;53.73766;23.285898;93.91979;28.067701;0.7052186;9;65;1526;213;0;6.080207
Kaushambi;Uttar Pradesh;0;944;48.60393;15.756303;32.36815;38.26267;Grade 8;51.39607;42.64706;29.369183;100;40.441177;0.42016807;9;74;1921;266;0;0
Allahabad;Uttar Pradesh;13.50365;945;47.81022;18.521984;29.835766;30.748175;Grade 8;52.18978;57.34331;25.912409;82.20803;23.573433;0.2806361;9;82;2185;296;0;17.791971
Barabanki;Uttar Pradesh;3.0272453;946;54.894047;13.761468;31.584259;36.125126;Grade 8;45.105953;55.04587;29.26337;90.51463;30.682976;0.2038736;9;72;1968;267;0;9.485369
Faizabad;Uttar Pradesh;4.455446;947;55.148514;17.558886;31.188118;36.33663;Grade 8;44.752476;57.38758;28.019802;84.75247;24.089935;0.32119915;9;76;2007;279;0.0990099;15.247525
Ambedkar Nagar;Uttar Pradesh;1.7162471;948;60.183067;8.614668;35.81236;35.69794;Grade 8;39.816933;54.714787;26.773455;97.82609;35.97206;0.46565774;9;69;1734;251;0;2.173913
Sultanpur;Uttar Pradesh;1.7448201;949;55.61614;21.683968;35.332607;36.095966;Grade 8;44.38386;49.71165;26.826609;93.23882;28.027681;0.23068051;9;71;1824;254;0;6.7611775
Bahraich;Uttar Pradesh;5.342742;950;48.487904;29.06504;31.754032;36.995968;Grade 8;51.512096;58.63821;25.907259;91.83468;12.093496;0.20325203;9;73;1972;250;0;8.165322
Shrawasti;Uttar Pradesh;3.4722223;951;41.435184;25.634825;26.967592;40.39352;Grade 8;58.564816;56.22733;29.166666;94.56019;17.170496;0.84643286;9;69;1712;247;0;5.439815
Balrampur;Uttar Pradesh;3.3783784;952;49.324326;26.812428;32.207207;41.779278;Grade 8;50.675674;58.573074;22.635136;89.07658;12.888377;1.726122;9;74;1758;248;0;10.923424
Gonda;Uttar Pradesh;4.8335123;953;47.04619;32.65537;34.371643;35.123524;Grade 8;52.8464;50.16949;25.671322;89.68851;16.045198;0.79096043;9;73;1849;244;0.107411385;10.311493
Siddharthnagar;Uttar Pradesh;3.1512606;954;49.050632;19.477694;33.92857;40.861343;Grade 8;50.949368;61.915127;22.058823;89.18067;17.73667;0.7616975;9;73;1890;248;0;10.819327
Basti;Uttar Pradesh;3.131524;955;58.78023;14.502165;31.106472;34.75992;Grade 8;41.114616;56.60173;31.002089;93.63257;27.813852;0.32467532;9;75;1905;260;0.10515247;6.367432
Sant Kabir Nagar;Uttar Pradesh;1.6094421;956;52.25322;16.629955;33.04721;37.982834;Grade 8;47.74678;57.15859;27.360516;93.56223;25.881058;0.11013216;9;72;1849;249;0;6.4377685
Maharajganj;Uttar Pradesh;1.6375545;957;55.300545;7.900677;32.75109;38.864628;Grade 8;44.699455;68.05869;26.746725;97.37991;23.589165;0.45146728;9;75;1823;263;0;2.6200874
Gorakhpur;Uttar Pradesh;13.118279;958;50.162163;15.419501;32.473118;29.032259;Grade 8;49.72973;58.503403;25.376345;72.58064;24.829931;0.7936508;9;77;1850;275;0.10810811;27.419355
Kushinagar;Uttar Pradesh;3.2258065;959;53.556034;9.570957;33.548386;37.741936;Grade 8;46.443966;67.76678;25.483871;94.4086;21.012102;1.650165;9;77;1842;266;0;5.591398
Deoria;Uttar Pradesh;5.635246;960;50.307377;10.932476;32.581966;34.11885;Grade 8;49.692623;65.80922;27.663935;86.577866;17.256163;5.8949623;9;77;1935;282;0;13.422132
Azamgarh;Uttar Pradesh;2.826087;961;52.941177;13.19053;33.695652;37.391304;Grade 8;47.058823;57.72266;26.086956;97.71739;28.410372;0.67643744;9;71;1820;251;0;2.2826087
Mau;Uttar Pradesh;1.9099591;962;54.633472;7.1322436;34.379265;38.744884;Grade 8;45.366528;58.543835;24.965893;86.49386;31.203566;2.228826;9;57;1458;206;0;13.506139
Ballia;Uttar Pradesh;0;963;51.354534;13.422008;35.453476;34.98233;Grade 8;48.645466;62.515114;29.564194;89.75265;17.412334;6.408706;9;68;1671;238;0;10.24735
Jaunpur;Uttar Pradesh;1.4749262;964;52.087475;12;32.055065;35.201572;Grade 8;47.912525;62.25641;31.268436;98.52507;25.333334;0.20512821;9;72;2023;286;0;1.4749262
Ghazipur;Uttar Pradesh;3.1512606;965;53.74078;9.011944;33.193275;33.088234;Grade 8;46.25922;62.757874;30.567226;89.91597;24.755701;3.3659067;9;73;1887;260;0;10.084034
Chandauli;Uttar Pradesh;4.597701;966;61.192467;12.14442;31.138975;35.21421;Grade 8;38.807533;58.971554;29.049112;82.340645;27.571115;1.2035011;9;72;1903;254;0;17.659351
Varanasi;Uttar Pradesh;9.942638;967;51.62524;21.871922;28.680689;33.3652;Grade 8;48.37476;60.591133;28.011473;65.39197;15.172414;1.9704434;9;78;2078;287;0;34.608032
Sambhal (Bhim Nagar);Uttar Pradesh;1.565762;968;48.538624;19.7479;32.56785;36.012527;Grade 8;51.461376;58.403362;29.853863;74.008354;21.32353;0.5252101;9;70;1908;250;0;25.99165
Mirzapur;Uttar Pradesh;2.7310925;969;51.319958;12.784399;32.668068;33.92857;Grade 8;48.680042;58.938244;30.67227;76.155464;25.67714;1.7334778;9;71;1886;266;0;23.844538
Sonbhadra;Uttar Pradesh;7.511737;970;46.361504;15.017879;21.361502;38.380283;Grade 8;53.638496;47.794994;32.74648;100;19.42789;17.282478;9;64;1696;221;0;0
Bhadoi;Uttar Pradesh;1.6357688;971;48.200653;19.16758;31.842966;34.351147;Grade 8;51.799347;59.036144;32.17012;82.333694;21.24863;0.54764515;9;69;1826;254;0;17.666304
Kanshiram Nagar;Uttar Pradesh;1.633987;972;54.64481;13.465784;32.244007;38.344227;Grade 8;45.35519;66.997795;27.777779;88.99782;19.205297;0.33112583;9;76;1806;270;0;11.002178
Amethi - CSM Nagar;Uttar Pradesh;2.640264;973;52.91529;22.706936;33.66337;32.673267;Grade 8;47.08471;45.302013;31.023102;100;31.208054;0.4474273;9;69;1809;246;0;0
Shamli (Prabudh Nagar);Uttar Pradesh;1.6198704;974;53.779697;14.440825;33.045357;35.313175;Grade 8;46.220303;67.9696;30.021599;73.21814;17.046688;0.21715526;9;74;1829;267;0;26.781857
Hapur (Panchsheel Nagar);Uttar Pradesh;1.5182186;975;57.48988;31.0559;30.76923;38.360325;Grade 8;42.20648;37.06004;29.352226;77.83401;31.15942;0.310559;9;74;1965;257;0.30364373;22.165993
Pashchim Champaran;Bihar;2.4746907;1001;47.58155;19.97622;27.221598;42.4072;Grade 8;52.41845;58.8585;27.896513;76.49044;13.436385;6.5398335;10;68;1771;250;0;23.509562
Purba Champaran;Bihar;2.6113672;1002;51.152073;30.58637;6.1443934;60.675884;Grade 8;48.694317;57.844692;30.568356;91.55146;8.557845;2.6941364;10;54;1290;193;0.15360983;8.448541
Sheohar;Bihar;2.480916;1003;53.244274;31.712473;2.0992367;78.816795;Grade 8;46.755726;53.911205;16.603054;96.37405;9.936575;4.2283297;10;44;1036;145;0;3.6259542
Sitamarhi;Bihar;3.6231885;1004;50.603867;32.098766;18.115942;58.333332;Grade 8;49.396133;54.074074;19.927536;87.31884;9.259259;2.8395061;10;66;1644;223;0;12.681159
Madhubani;Bihar;1.7857143;1005;50.715992;24.47205;21.904762;58.57143;Grade 8;49.284008;66.459625;17.738094;96.42857;6.7080746;0.621118;10;66;1672;231;0;3.5714285
Supaul;Bihar;1.4814814;1006;52.592594;13.944223;27.160494;58.024693;Grade 8;47.407406;70.51793;13.333333;91.358025;13.413014;0.9296149;10;70;1603;238;0;8.641975
Araria;Bihar;3.6014407;1007;58.10324;17.610838;18.84754;57.142857;Grade 8;41.89676;71.05911;20.408163;83.193275;9.4827585;1.2315271;10;65;1642;245;0;16.806723
Kishanganj;Bihar;3.9726028;1008;62.328766;65.02809;1.369863;81.91781;Grade 8;37.671234;28.651686;12.739726;89.45206;3.7921348;2.3876405;10;61;1440;216;0;10.547945
Purnia;Bihar;3.7518036;1009;52.66955;16.74208;6.6378064;69.26407;Grade 8;47.186146;71.79487;20.346321;77.056274;6.636501;3.770739;10;53;1375;196;0.14430015;22.943724
Katihar;Bihar;4.7244096;1010;58.582676;35.436893;2.992126;78.89764;Grade 8;41.417324;56.14887;13.385827;81.41732;5.987055;1.9417475;10;50;1259;196;0;18.582678
Madhepura;Bihar;2.793296;1011;48.23091;8.196721;5.4003725;61.080074;Grade 8;51.76909;77.86885;30.726257;92.17877;11.680327;2.0491803;10;48;1059;192;0;7.821229
Saharsa;Bihar;4.6296296;1012;52.044025;22.316866;2.9320989;66.203705;Grade 8;47.955975;68.48382;26.234568;71.75926;8.006814;1.0221465;10;51;1289;189;0;28.24074
Darbhanga;Bihar;5.9310346;1013;50.896553;37.936047;16.413794;55.86207;Grade 8;49.103447;47.965115;21.793104;80;12.645349;0.29069766;10;64;1432;222;0;20
Muzaffarpur;Bihar;6.495468;1014;54.490105;33.28;2.8700907;56.94864;Grade 8;45.509895;53.76;33.685802;77.79456;10.4;1.6;10;51;1313;195;0;22.205439
Gopalganj;Bihar;3.9787798;1015;57.446808;24.335665;19.23077;46.9496;Grade 8;42.553192;59.16084;29.840849;85.01326;10.629371;5.174825;10;60;1498;210;0;14.986737
Siwan;Bihar;5.2151237;1016;54.437084;26.739428;12.777054;42.112125;Grade 8;45.43046;56.207367;39.8957;92.43807;10.504775;5.457026;10;57;1524;210;0.13245033;7.5619297
Saran;Bihar;8.190709;1017;53.91198;32.2237;17.603912;42.909534;Grade 8;46.08802;58.988014;31.295843;75.18337;5.193076;3.195739;10;64;1620;218;0;24.816626
Vaishali;Bihar;3.9938557;1018;48.387096;22.222221;5.529954;49.308754;Grade 8;51.612904;56.984127;41.167435;90.93702;17.936508;0.47619048;10;53;1294;197;0;9.06298
Samastipur;Bihar;6;1019;51.57143;26.998491;4.857143;50.857143;Grade 8;48.42857;53.393665;38.285713;88.71429;15.837104;1.9607843;10;51;1395;204;0;11.285714
Begusarai;Bihar;8.042895;1020;47.184986;35.85165;11.394102;48.123325;Grade 8;52.815014;47.252747;32.43968;64.74531;15.934066;0.41208792;10;60;1477;215;0;35.254692
Khagaria;Bihar;4.316547;1021;45.323742;19.178082;10.791367;59.71223;Grade 8;54.676258;67.88432;25.179855;87.05036;12.024353;0.456621;10;54;1384;194;0;12.94964
Bhagalpur;Bihar;3.409091;1022;52.613636;27.716728;24.09091;41.25;Grade 8;47.386364;55.677654;31.25;62.272728;11.111111;4.1514044;10;69;1745;252;0;37.727272
Banka;Bihar;4.5380874;1023;48.13008;21.708185;9.886548;57.374393;Grade 8;51.707317;63.16726;28.200972;84.92706;10.854093;4.092527;10;57;1216;164;0.16260162;15.072933
Munger;Bihar;6.0160427;1024;54.144386;19.945354;8.02139;47.593582;Grade 8;45.855614;66.666664;38.368984;61.631016;10.245902;1.6393442;10;61;1481;214;0;38.368984
Lakhisarai;Bihar;4.723127;1025;49.511402;29.48276;0;51.302933;Grade 8;50.488598;55.172413;43.97394;65.960915;10.689655;1.7241379;10;48;1220;174;0;34.03909
Sheikhpura;Bihar;2.5951557;1026;48.096886;25.709219;0;53.287197;Grade 8;51.903114;56.737587;44.117645;56.574394;15.425532;0.8865248;10;45;1142;169;0;43.425606
Nalanda;Bihar;6.976744;1027;48.953487;14.666667;20.581396;39.88372;Grade 8;50.930233;62.666668;32.55814;78.72093;19.272728;1.5757576;10;72;1699;238;0.11627907;21.27907
Patna;Bihar;10.935857;1028;49.84227;27.803204;26.39327;32.492115;Grade 8;50.15773;54.919907;30.178759;48.790745;13.043478;1.94508;10;74;1891;272;0;51.209255
Bhojpur;Bihar;4.1608877;1029;51.8724;30.691643;17.75312;37.0319;Grade 8;48.1276;57.06052;41.054092;60.194176;9.798271;2.017291;10;58;1432;183;0;39.805824
Buxar;Bihar;3.8560412;1030;48.84319;27.40448;19.66581;40.48843;Grade 8;51.15681;57.839264;35.989716;76.092545;11.725955;2.7667985;10;68;1541;251;0;23.907455
Kaimur (Bhabua);Bihar;2.346041;1031;48.45815;23.88724;0.8797654;51.17302;Grade 8;51.54185;59.49555;45.601173;88.41642;11.424333;4.7477746;10;51;1349;188;0;11.583578
